Callsign,Track Miles,3Di Score,Fuel Burn,CO2
AEE8SE,1349.36,2.72167,8.21211,26.1145
AEG366,463.122,6.07386,0,0
AEG367,209.679,18.7233,0,0
AEG368,636.605,4.42135,0,0
AFL150,5439.57,4.7256,61.7863,196.48
AFL2578,1358.41,0.337917,16.5829,52.7337
AFL2579,1375.04,1.44028,16.9185,53.8009
AFL2580,1358.41,0.337917,8.2258,26.158
AFL2581,1375.04,1.44028,8.34786,26.5462
AFL2582,1365.85,0.831452,8.38427,26.662
AFL2583,1371.07,1.17747,8.32665,26.4787
AFL2584,1358.41,0.337917,8.34366,26.5328
AFL2585,1375.04,1.44028,8.34786,26.5462
AFR006,3156.75,0.256733,86.9971,276.651
AFR008,3161.52,0.392734,46.8921,149.117
AFR009,3194.13,1.32214,47.0433,149.598
AFR010,3156.75,0.256733,86.9365,276.458
AFR019,3271.72,3.52926,48.0606,152.833
AFR022,3156.75,0.256733,55.4923,176.466
AFR026,3358.66,0.389365,49.4882,157.373
AFR027,3426.85,2.21883,50.0627,159.2
AFR032,3157.77,0.280954,46.851,148.986
AFR054,3353.32,0.246067,91.7449,291.749
AFR066,4967.58,1.03155,128.967,410.114
AFR069,4979.02,1.24057,83.6089,265.876
AFR072,5026.4,2.10622,82.5431,262.487
AFR076,4961.74,0.924927,69.5986,221.324
AFR077,4975.95,1.18447,69.1252,219.818
AFR084,4922.13,1.59135,128.066,407.251
AFR085,4913.76,1.4361,68.4058,217.53
AFR1016,484.384,12.8702,2.69516,8.57061
AFR101G,458.844,7.46055,2.55191,8.11507
AFR109Q,481.377,5.34701,2.07363,6.59414
AFR1116,484.384,12.8702,2.69516,8.57061
AFR1117,458.844,7.46055,2.55191,8.11507
AFR1159,438.893,10.2477,2.60932,8.29763
AFR115E,409.379,3.52471,2.42996,7.72726
AFR116B,281.557,6.26216,2.1309,6.77625
AFR116J,369.423,14.7085,2.67197,8.49687
AFR1181,246.582,28.1286,1.93794,6.16266
AFR1272,540.126,3.44989,3.29202,10.4686
AFR1273,582.541,10.767,3.52169,11.199
AFR1380,192.095,2.0851,1.62289,5.16079
AFR138X,207.909,9.6437,1.72346,5.4806
AFR144,3622.12,0.653561,42.9553,136.598
AFR1472,540.126,3.44989,3.29202,10.4686
AFR1486,483.721,2.84367,2.09827,6.67251
AFR156W,310.202,16.0282,2.43226,7.73459
AFR158W,192.095,2.0851,1.62289,5.16079
AFR1686,483.721,2.84367,3.02141,9.6081
AFR1716,484.384,12.8702,2.69516,8.57061
AFR1717,458.844,7.46055,2.55191,8.11507
AFR178,4986.23,0.405016,129.493,411.788
AFR179,5045.6,1.47823,130.756,415.805
AFR181E,489.326,13.917,3.18141,10.1169
AFR1886,483.721,2.84367,3.15418,10.0303
AFR1887,521.258,10.0274,3.36073,10.6871
AFR27NZ,281.557,6.26216,2.1309,6.77625
AFR28WC,325.653,2.33447,1.95947,6.23111
AFR29SQ,438.893,10.2477,2.14871,6.8329
AFR32RY,330.749,3.77515,2.5015,7.95478
AFR334,3000.64,0.432312,44.7538,142.317
AFR342,2997.74,0.517785,53.9157,171.452
AFR344,2995.72,0.457077,53.8831,171.348
AFR347,3025.38,1.34999,44.835,142.575
AFR348,3005.73,0.758345,33.5411,106.661
AFR356,3268.02,0.545567,58.269,185.296
AFR35MP,467.162,9.22226,3.06732,9.75408
AFR377,3456.37,0.662366,49.7324,158.149
AFR378,3460.35,0.766438,51.1038,162.51
AFR38HA,192.095,2.0851,1.65816,5.27296
AFR38YU,207.909,9.6437,1.71804,5.46337
AFR4081,3194.13,1.32214,87.9001,279.522
AFR4083,3010.73,0.908789,32.0392,101.885
AFR42AW,521.284,10.0325,3.19843,10.171
AFR43XL,192.36,2.21216,1.62447,5.16582
AFR474,4689.35,0.315585,66.313,210.875
AFR47RN,192.095,2.0851,1.62289,5.16079
AFR48QE,207.909,9.6437,1.72346,5.4806
AFR49XN,729.567,6.08885,4.18559,13.3102
AFR636,4370.85,0.314352,75.4944,240.072
AFR63DK,438.893,10.2477,2.31804,7.37138
AFR64VX,192.095,2.0851,1.62289,5.16079
AFR650,4461.95,0.558435,63.5214,201.998
AFR673,3721.55,1.62608,46.7222,148.577
AFR6730,3631.63,0.890827,61.1803,194.553
AFR67FC,325.653,2.33447,2.3576,7.49715
AFR682,3816.42,0.209285,66.8549,212.599
AFR688,3816.42,0.209285,66.8549,212.599
AFR689,3851.86,1.0445,65.8499,209.403
AFR694,3686.86,0.774469,47.3201,150.478
AFR69BV,271.528,2.84299,2.07169,6.58799
AFR72QD,325.653,2.33447,2.3576,7.49715
AFR74GH,207.909,9.6437,1.72346,5.4806
AFR75QV,330.749,3.77515,2.16982,6.90002
AFR75RA,192.095,2.0851,1.65816,5.27296
AFR76WD,766.146,4.08582,4.58246,14.5722
AFR81HP,271.528,2.84299,2.07169,6.58799
AFR82MH,409.379,3.52471,2.04001,6.48722
AFR85KP,207.909,9.6437,1.77141,5.6331
AFR85QR,582.541,10.767,2.39083,7.60283
AFR86XR,521.258,10.0274,2.23284,7.10044
AFR89VT,409.379,3.52471,1.89091,6.01309
AFR93LH,281.822,6.3528,2.23552,7.10894
AFR943,4304.75,2.71427,72.1475,229.429
AFR96VR,207.909,9.6437,1.77681,5.65025
AFR99NP,491.625,7.37118,2.12097,6.7447
AHO218F,690.869,1.54595,0.800093,2.54429
AHO352U,53.8803,125.473,0.0909265,0.289146
AHO352U1,692.333,3.01158,0.874033,2.77943
AHO366P,466.988,4.28173,0.694375,2.20811
AHO366P1,753.311,2.39355,1.01657,3.23268
AHO367Z,375.132,29.3496,1.1698,3.71996
AHO545R,1121.26,2.57861,2.53517,8.06184
AHO545R1,720.573,1.96021,1.75097,5.56809
AHO575Q,630.292,0.310372,0.817498,2.59964
AHO575Q1,107.757,1.03812,0.228528,0.72672
AHO577G,319.117,9.81863,0.515931,1.64066
AHO597D,610.927,4.79617,0.79081,2.51477
AHO667R,434.703,19.6735,1.59767,5.0806
AHO719D,149.009,347.691,0.317154,1.00855
AHO719D1,679.052,1.18012,0.874786,2.78182
AHO819Q,880.89,2.11778,1.0582,3.36508
AHO819Q1,897.461,3.84561,1.05078,3.34147
AHO836S,754.71,1.2416,1.8109,5.75868
AHY007,2175.24,0.65066,22.7916,72.4773
AHY008,2162.99,0.141975,22.6757,72.1089
AIC111,3645.72,0.330356,36.418,115.809
AIC112,3647.61,0.376904,36.4267,115.837
AIC117,3492.49,1.1025,34.9533,111.152
AIC118,3467.79,0.459876,34.7526,110.513
AIC130,3905.92,0.350958,38.7566,123.246
AIC131,3898.98,0.190996,38.7022,123.073
AIC162,3637.71,0.132373,36.3373,115.553
AIC172,3045.47,1.33732,30.9278,98.3505
AIC1721,3720.03,0.300845,37.082,117.921
AKK9,716.212,10.8821,1.63108,5.18684
AKK91,819.13,2.63954,1.87087,5.94936
ALK503,4714.72,0.217485,50.9309,161.96
ALK504,4704.8,0.0282281,50.748,161.379
AMC100A,1497.81,28.7011,7.78291,24.7497
AMC101,1294.57,12.6312,6.82356,21.6989
AMC102,1497.81,28.7011,8.12717,25.8444
AMC103,1294.57,12.6312,7.19984,22.8955
AMC116,1473.98,29.0856,8.01258,25.48
AMC117,1284.76,13.8328,7.14816,22.7312
AMC184,1070.01,2.41899,6.08006,19.3346
AMC185,1090.84,4.2126,6.21009,19.7481
AMQ9T,238.56,10.6613,0.308892,0.982278
AMX003,4988.69,0.449523,51.6495,164.245
AMX004,4976.26,0.224764,51.0672,162.394
AMX006,4999.41,0.643326,48.4665,154.123
AMX007,4933.59,2.41078,48.5593,154.419
AMX008,4821.81,0.323179,46.8699,149.046
AMX025,4974.33,0.117373,50.6186,160.967
AMX026,5010.35,0.768038,51.4032,163.462
ANA211,5202.1,0.476328,84.5045,268.724
ANA212,5196.34,0.376404,85.3268,271.339
ANE8404,725.029,7.5085,1.85068,5.88517
ANE8405,677.455,1.12799,1.72293,5.4789
ANZ1,4749.18,0.443981,79.1696,251.759
ANZ2,4732.56,0.128419,78.5192,249.691
ASL42J,919.055,0.0926768,5.08476,16.1695
ASL500,3951.52,1.02005,47.3253,150.494
ASL51G,938.202,1.96401,5.18857,16.4997
ATL3Z,791.541,4.89769,1.0882,3.46046
ATL3Z1,976.855,5.27396,1.30067,4.13615
AUA40QM,786.524,0.897716,3.46292,11.0121
AUA42R,688.493,0.0552772,4.60193,14.6341
AUA451P,700.44,1.61323,4.63991,14.7549
AUA453X,698.059,1.30269,4.25315,13.525
AUA455W,698.059,1.30269,4.64712,14.7779
AUA456R,688.493,0.0552772,4.61303,14.6694
AUA457V,700.44,1.61323,4.26515,13.5632
AUA458R,688.493,0.0552772,4.18523,13.309
AUA463B,806.111,3.15465,3.57793,11.3778
AUA65,4149.67,1.47061,41.2609,131.21
AUA71,3793.68,1.06363,38.0986,121.154
AUA87,3722.81,1.24383,37.4625,119.131
AUA89,3735.42,1.27145,37.5767,119.494
AUA93,3919.77,1.23952,39.2238,124.732
AUA96LU,702.333,1.8601,4.29574,13.6604
AUI113,1187.63,1.17562,6.60372,20.9998
AUI114,1182.18,0.758403,6.57082,20.8952
AUI1PG,1182.18,0.758403,6.57082,20.8952
AUI231,4127.37,1.3885,59.8281,190.253
AUI232,4088.14,0.522533,59.618,189.585
AUI242,4099.81,0.0495606,40.2669,128.049
AUI7LM,1187.63,1.17562,6.60372,20.9998
AUR26C,199.606,8.49636,0,0
AUR27C,206.699,11.9869,0,0
AUR2LG,142.452,2.72903,0,0
AUR3LG,148.805,6.85218,0,0
AUR42D,141.558,18.8792,0,0
AUR43D,141.44,18.7888,0,0
AUR503,81.7686,0.264071,0,0
AUR504,81.5356,0.00757932,0,0
AUR533,81.7686,0.264071,0,0
AUR534,81.5356,0.00757932,0,0
AUR565,81.7686,0.264071,0,0
AUR566,81.5356,0.00757932,0,0
AUR600A,142.452,2.72903,0.953753,3.03294
AUR601Y,148.805,6.85218,1.00226,3.18719
AUR604A,142.452,2.72903,0.953753,3.03294
AUR605Y,148.805,6.85218,1.00226,3.18719
AUR606A,142.452,2.72903,0.953753,3.03294
AUR607Y,148.805,6.85218,1.00226,3.18719
AUR610A,142.452,2.72903,0.953753,3.03294
AUR611Y,148.805,6.85218,1.00226,3.18719
AUR66V,288.905,6.94052,0,0
AUR66W,296.153,9.36593,0,0
AUR70B,263.571,10.7157,0,0
AUR71B,254.855,7.39416,0,0
AUR78B,263.571,10.7157,0,0
AUR79B,254.855,7.39416,0,0
AUR8LG,142.452,2.72903,0,0
AUR9LG,148.805,6.85218,0,0
AVA120,4599.99,0.542911,44.9262,142.865
AVA121,4581.09,0.17201,44.7607,142.339
AWC247,623.383,1.594,3.59981,11.4474
AWC248,635.347,3.34676,3.66473,11.6538
AWC2A,305.274,6.42989,2.30037,7.31517
AWC2B,304.561,6.20538,2.24875,7.15102
AWC2C,304.522,6.193,2.25458,7.16955
AWC2D,304.561,6.20538,2.25097,7.15808
AWY02,81.5731,1.91229,0.013954,0.0443737
AWY38,,,,
AXG24,726.691,8.66294,1.54807,4.92286
AXG242,201.333,4.8832,0.534432,1.69949
AXY2174,1130.78,4.04963,6.11383,19.442
AXY2709,920.289,3.01914,2.85729,9.08617
AYY112,692.468,3.02977,0.855318,2.71991
AYY1121,659.963,1.0722,0.801739,2.54953
AYY1122,88.9134,2.34958,0.201476,0.640695
AZA201,794.466,1.73692,4.74196,15.0794
AZA207,794.466,1.73692,4.74196,15.0794
AZA209,794.466,1.73692,5.20169,16.5414
AZA20Y,786.123,0.77633,5.1544,16.391
AZA211,794.466,1.73692,4.74196,15.0794
AZA215,524.699,1.58548,2.39824,7.6264
AZA216,521.587,1.04387,2.39649,7.62084
AZA217,524.699,1.58548,2.39824,7.6264
AZA218,521.587,1.04387,2.39649,7.62084
AZA219,524.699,1.58548,2.39824,7.6264
AZA220,521.587,1.04387,2.39649,7.62084
AZA222,521.587,1.04387,2.39649,7.62084
AZA224,521.587,1.04387,2.39649,7.62084
AZA226,521.587,1.04387,2.39649,7.62084
AZA227,563.882,8.40463,2.54025,8.07799
AZA229,547.316,3.06337,3.32532,10.5745
AZA248,530.245,0.169098,3.28914,10.4595
AZA55C,3551.85,0.187821,42.1825,134.14
AZA58Y,783.879,0.518013,4.70612,14.9655
AZA602,3712.79,0.197241,43.9446,139.744
AZA604,3485.58,0.661635,41.4761,131.894
AZA605,3493.8,0.874905,41.5608,132.163
AZA60M,3781.81,1.869,64.9872,206.659
AZA60U,3719.99,0.371637,64.0933,203.817
AZA610,3711.41,0.163713,54.1071,172.06
AZA61CM,3817.7,2.73834,55.0695,175.121
AZA62N,5543.92,0.636061,76.5336,243.377
AZA63C,4649.85,3.11594,53.5845,170.399
AZA63KD,4524.11,0.605279,52.3721,166.543
AZA65F,3861.48,0.89473,45.4337,144.479
AZA65X,3868.52,1.06004,45.5803,144.945
AZA66Y,3618.56,1.87658,42.8783,136.353
AZA676,5537.98,0.357298,77.5042,246.463
AZA72B,524.699,1.58548,2.39824,7.6264
AZA78M,783.879,0.518013,5.14208,16.3518
AZA79A,530.245,0.169098,3.28914,10.4595
AZA82J,524.699,1.58548,2.35593,7.49185
AZA87W,547.316,3.06337,3.35549,10.6704
AZA97U,783.879,0.518013,4.70612,14.9655
AZE20VU,300.946,7.00401,0.320479,1.01912
AZE22VU,174.983,12.9653,0.236066,0.75069
AZE29VU,597.818,2.16168,0.534393,1.69937
AZE41B,694.868,19.069,0,0
AZE42B,655.751,12.9443,0,0
AZG785,5634.63,4.74983,115.305,366.671
BAE41,213.269,24.9018,0.787176,2.50322
BAE42,192.311,13.6369,0.715706,2.27594
BAE43,213.269,24.9018,0.787176,2.50322
BAE44,192.311,13.6369,0.715706,2.27594
BAE52,661.303,3.10715,3.43206,10.9139
BAF611,302.129,0.808797,0.922808,2.93453
BAW03DV,390.941,2.75541,2.59544,8.25351
BAW04A,2996.33,0.219745,67.2742,213.932
BAW05DV,385.014,1.3532,2.56658,8.16173
BAW07Q,475.811,0.248396,2.96195,9.41899
BAW1,369.503,8.24505,2.23903,7.1201
BAW10,5189.29,0.368286,72.3665,230.125
