Callsign,Track Miles,3Di Score,Fuel Burn,CO2
BAW101P,701.517,1.4528,4.28857,13.6377
BAW102,3800.69,0.373506,37.8141,120.249
BAW104,2976.64,0.300759,46.1118,146.636
BAW105,2967.13,0.0132496,44.0956,140.224
BAW106,2974.81,0.245652,44.4523,141.358
BAW107,2967.13,0.0132496,44.0956,140.224
BAW108,2976.64,0.300759,43.9495,139.759
BAW109,2967.13,0.0132496,44.6438,141.967
BAW10C,3062.4,1.71926,45.3375,144.173
BAW11,5877.41,0.0852293,150.124,477.393
BAW116,3017.61,0.858777,67.5382,214.772
BAW117,2996.33,0.219745,67.2742,213.932
BAW118,4350.12,0.170655,61.1389,194.422
BAW119,4343.98,0.0436817,62.3844,198.382
BAW11M,4760.2,2.14268,99.1497,315.296
BAW12,5884.96,0.200592,148.997,473.81
BAW120G,818.187,0.617926,4.85617,15.4426
BAW124,2757.86,0.344382,41.076,130.622
BAW125,2747.75,0.0139921,41.1788,130.948
BAW127E,1110.81,0.288333,6.27874,19.9664
BAW12DT,815.024,1.27705,4.84566,15.4092
BAW12P,784.288,1.63959,5.12522,16.2982
BAW130T,600.445,3.70575,3.76278,11.9656
BAW131T,616.69,6.23354,3.65743,11.6306
BAW132,2567.35,0.179657,27.7616,88.2819
BAW133,2570.1,0.27619,27.8268,88.4891
BAW138,3894.45,0.086503,41.1171,130.752
BAW139,3892.91,0.0510036,40.1955,127.822
BAW13FC,794.67,1.76038,4.74345,15.0842
BAW13G,2834.59,0.235004,63.8316,202.984
BAW141M,522.794,3.0887,3.43112,10.911
BAW142,3644.02,0.288326,55.4762,176.414
BAW143,3648.14,0.390119,53.8389,171.208
BAW146,1999.15,0.52804,11.5119,36.6078
BAW147,1989.54,0.0940346,11.4707,36.4767
BAW148,1893.33,0.68771,11.0527,35.1476
BAW149,1880.41,0.0704617,10.9258,34.744
BAW14K,3028.79,1.19439,45.2727,143.967
BAW14R,474.799,10.3634,3.38205,10.7549
BAW15,5880.36,0.130306,96.4845,306.821
BAW151Q,872.934,1.47072,5.1591,16.4059
BAW152L,923.943,3.65997,5.47119,17.3984
BAW154,1911.87,0.222253,21.2146,67.4626
BAW155,1912.45,0.249578,21.3432,67.8715
BAW156,2536.01,0.467143,38.1225,121.229
BAW157,2523.29,0.0146658,38.1564,121.337
BAW15K,2996.33,0.219745,67.2742,213.932
BAW15PZ,627.587,0.879243,3.7558,11.9434
BAW16,5931.2,0.907261,94.5792,300.762
BAW160J,149.462,6.35329,1.3668,4.34643
BAW161,5005.31,0.343298,71.437,227.17
BAW162,1954.62,0.833258,11.2356,35.7291
BAW163,1940.67,0.187089,11.3319,36.0355
BAW164,1954.62,0.833258,36.3153,115.483
BAW165,1939.03,0.11087,36.15,114.957
BAW166,1954.62,0.833258,30.1698,95.9401
BAW167,1940.7,0.188592,30.118,95.7751
BAW168,5010.4,0.434996,70.232,223.338
BAW169,5004.07,0.321076,69.5022,221.017
BAW16GM,547.316,3.06337,3.47902,11.0633
BAW16H,815.024,1.27705,4.84566,15.4092
BAW16LX,289.096,3.82408,2.18823,6.95858
BAW16MT,545.535,1.90431,3.47911,11.0636
BAW17,4809.32,0.527987,46.7577,148.69
BAW170M,748.65,5.35211,4.49605,14.2974
BAW172,3028.79,1.19439,67.7521,215.452
BAW173A,2996.33,0.219745,67.2742,213.932
BAW175,2996.33,0.219745,67.2742,213.932
BAW176A,3010.02,0.630787,67.3931,214.31
BAW178,3025.4,1.09255,67.6876,215.246
BAW179,2996.33,0.219745,44.7343,142.255
BAW17PA,3542.68,0.0237788,54.0507,171.881
BAW17V,4091.68,1.04055,87.412,277.97
BAW18,4817.17,0.675291,46.8337,148.931
BAW183,2991.27,0.0678432,67.1776,213.625
BAW185,3008.24,0.223991,46.5553,148.046
BAW188,3039.55,1.16025,45.052,143.265
BAW189,3008.24,0.223991,44.8944,142.764
BAW18A,3010.02,0.630787,44.6586,142.014
BAW18LX,289.096,3.82408,2.18823,6.95858
BAW18VT,615.066,1.81591,3.8374,12.2029
BAW190,4278.39,0.415056,90.7297,288.52
BAW196E,4208.28,0.411972,59.9261,190.565
BAW198,3897.43,0.155246,56.4821,179.613
BAW199,3892.91,0.0510036,56.0102,178.112
BAW19DG,192.36,2.21216,1.65994,5.27861
BAW19LX,313.178,11.6173,2.27446,7.23279
BAW19V,4063.24,0.409481,87.044,276.8
BAW1CC,1057.15,0.9743,6.07914,19.3317
BAW1DL,302.552,10.6385,2.2292,7.08885
BAW1YC,3822.23,0.884315,39.8503,126.724
BAW2038,3817.43,1.065,55.0487,175.055
BAW205E,1449.88,0.236157,7.90522,25.1386
BAW2063,5283.78,0.409564,73.942,235.136
BAW207,3887.09,1.21132,83.7893,266.45
BAW209,3887.09,1.21132,83.7893,266.45
BAW20K,1251.62,2.11522,6.99636,22.2484
BAW211J,157.015,11.2087,1.41405,4.49668
BAW2155,3653.71,0.14973,53.3447,169.636
BAW2169,3870.82,0.907523,55.2879,175.816
BAW216P,932.375,2.14614,5.2119,16.5738
BAW21G,2835.68,0.269711,50.4257,160.354
BAW21PJ,3012.85,0.676225,44.9425,142.917
BAW2205,3726.13,0.126422,54.2763,172.599
BAW222,3659.84,0.940548,37.8206,120.269
BAW2238,5523.64,0.710091,76.8135,244.267
BAW224,4030.73,0.444018,39.8851,126.835
BAW225,4019.17,0.185403,41.6521,132.454
BAW2273,3016.02,0.334399,44.9833,143.047
BAW2279,4768.9,2.0735,66.0851,210.151
BAW22B,3155.07,0.214187,31.9366,101.558
BAW22C,3168.27,0.590512,32.0644,101.965
BAW22KV,743.151,0.449003,4.2642,13.5602
BAW22LV,922.04,0.992427,5.36685,17.0666
BAW232,1377.36,0.278296,15.8371,50.3619
BAW233,1392.79,1.28652,16.0663,51.0908
BAW234,1383.59,0.685509,8.36149,26.5895
BAW235,1392.79,1.28652,8.39029,26.6811
BAW236,1383.59,0.685509,8.2914,26.3666
BAW237,1386.24,0.858783,8.35582,26.5715
BAW239,2834.59,0.235004,42.5659,135.36
BAW23T,3683.13,0.857285,53.8027,171.093
BAW242,4838.2,0.62923,48.5273,154.317
BAW243,4893.08,1.65412,50.3377,160.074
BAW244,6021.95,0.18551,82.6937,262.966
BAW245,6060.31,0.758314,83.779,266.417
BAW247,5169.05,1.12979,84.5293,268.803
BAW248,5002.64,0.1717,51.7849,164.676
BAW249,5040.44,0.850939,48.7724,155.096
BAW24MC,546.982,1.20023,3.36138,10.6892
BAW24R,3444.48,0.56776,93.9657,298.811
BAW251,6308.74,0.294623,63.0699,200.562
BAW253M,3807.25,1.01806,54.5163,173.362
BAW2543,762.297,0.453956,4.59627,14.6161
BAW2544,776.457,0.505633,4.66233,14.8262
BAW2545,797.479,2.94868,4.77808,15.1943
BAW2546,883.269,0.395311,4.92471,15.6606
BAW2547,920.111,4.15453,5.11115,16.2535
BAW2550,923.943,3.65997,5.47119,17.3984
BAW2551,902.375,1.47994,5.3089,16.8823
BAW2556,1504.15,0.504832,8.15396,25.9296
BAW2557,1503,0.435974,8.16028,25.9497
BAW255E,706.528,0.614471,4.27371,13.5904
BAW256,3656.43,0.594962,55.6482,176.961
BAW2562,1514.41,0.446226,8.25914,26.2641
BAW2563,1921.41,24.6813,10.1188,32.1777
BAW2567,724.667,2.93385,4.39591,13.979
BAW256R,578.145,2.89338,3.64796,11.6005
BAW257,3648.14,0.390119,52.9187,168.281
BAW2581,872.369,40.1127,5.14901,16.3738
BAW2586,615.066,1.81591,3.69133,11.7384
BAW25KP,773.688,4.15457,4.41844,14.0506
BAW25LR,1458.73,0.785498,7.93707,25.2399
BAW25VL,725.502,3.31914,4.88819,15.5444
BAW2605,864.741,0.580955,5.10027,16.2188
BAW2607,864.741,0.580955,5.10027,16.2188
BAW2610,872.616,1.4034,5.1237,16.2934
BAW2611,864.741,0.580955,5.10027,16.2188
BAW261C,819.352,0.746523,4.88314,15.5284
BAW262,2680.33,0.493842,61.1733,194.531
BAW2621,543.602,0.638315,3.48882,11.0945
BAW2622,546.982,1.20023,3.36138,10.6892
BAW2623,543.602,0.638315,3.36317,10.6949
BAW2625,543.602,0.638315,3.36317,10.6949
BAW2626,546.982,1.20023,3.4928,11.1071
BAW2627,543.602,0.638315,3.48882,11.0945
BAW263,2666.68,0.034504,60.9132,193.704
BAW2631,797.479,2.94868,4.77808,15.1943
BAW2635,805.527,3.88391,4.60197,14.6343
BAW2648,1016.42,0.925161,5.87506,18.6827
BAW2649,1011.84,0.516606,5.7912,18.416
BAW265,3186.9,0.0689052,33.6519,107.013
BAW2664,1591.07,1.11589,8.67196,27.5768
BAW2665,1578.42,0.393462,8.64211,27.4819
BAW268,4764.85,0.741675,124.514,395.956
BAW268N,546.982,1.20023,3.4928,11.1071
BAW269,4748.08,0.423218,124.133,394.742
BAW2694,933.596,2.26645,5.45085,17.3337
BAW26AV,1349.36,2.72167,7.46508,23.7389
BAW26E,4200.06,0.235771,60.2984,191.749
BAW27,5204.52,0.13908,85.4337,271.679
BAW2706,602.248,0.570403,3.78841,12.0472
BAW2708,602.248,0.570403,3.77293,11.9979
BAW2709,639.675,6.18229,3.97714,12.6473
BAW2714,923.943,3.65997,5.97659,19.0056
BAW2720,923.943,3.65997,5.40248,17.1799
BAW2723,901.498,1.39131,5.3045,16.8683
BAW273A,1481.9,1.19676,8.14661,25.9062
BAW274,4535.98,0.129931,95.2426,302.871
BAW274B,1476.42,0.860368,8.08021,25.6951
BAW275,4550.27,0.413092,95.4516,303.536
BAW276,4191.62,0.191035,43.2207,137.442
BAW2761,209.066,5.59732,1.73159,5.50647
BAW2767,149.462,6.35329,1.3668,4.34643
BAW277,4186.04,0.07122,42.7788,136.037
BAW2775,149.462,6.35329,1.20599,3.83505
BAW2778,157.015,11.2087,1.41405,4.49668
BAW279,4689.77,0.740359,47.6593,151.556
BAW2796,888.25,3.0708,5.22322,16.6099
BAW2797,872.934,1.47072,5.1591,16.4059
BAW27G,411.947,1.04245,3.02168,9.60895
BAW280,4774.69,0.928502,48.8299,155.279
BAW281,4748.08,0.423218,48.1689,153.177
BAW283,4749.42,0.448668,98.8112,314.22
BAW287,4743.45,1.81948,124.034,394.428
BAW28CY,576.281,2.03856,3.61423,11.4933
BAW28V,922.04,0.992427,5.36685,17.0666
BAW293,3192.14,0.216298,70.9925,225.756
BAW295,3438.81,0.419182,75.601,240.411
BAW297,3438.81,0.419182,93.8014,298.289
BAW29G,2863.49,1.15223,42.7185,135.845
BAW29PL,880.531,2.23003,5.16327,16.4192
BAW2CC,1048.36,0.22029,6.02513,19.1599
BAW2DP,480.059,0.707781,3.20601,10.1951
BAW2JA,212.07,5.53125,1.75861,5.59238
BAW2KP,764.302,0.485515,5.03555,16.013
BAW2LT,326.439,18.5629,2.332,7.41575
BAW2MZ,710.413,0.495819,4.31737,13.7292
BAW2PG,192.095,2.0851,1.8015,5.72876
BAW304,207.909,9.6437,1.71804,5.46337
BAW307,192.095,2.0851,1.62289,5.16079
BAW308,207.909,9.6437,1.77141,5.6331
BAW309,192.095,2.0851,1.62289,5.16079
BAW30AL,776.457,0.505633,4.66233,14.8262
BAW30CV,571.745,1.31632,3.59113,11.4198
BAW31,5204.52,0.13908,136.751,434.867
BAW314,207.909,9.6437,1.77141,5.6331
BAW315,192.095,2.0851,1.65816,5.27296
BAW316,207.909,9.6437,1.71804,5.46337
BAW31CE,567.428,0.915163,3.94558,12.5469
BAW31F,4129.37,0.31033,88.0239,279.916
BAW327,192.36,2.21216,1.65994,5.27861
BAW328,207.909,9.6437,1.91767,6.09818
BAW32CG,192.095,2.0851,1.62289,5.16079
BAW33,5730.11,0.123811,57.2668,182.108
BAW334G,959.558,3.18125,5.58064,17.7464
BAW335M,940.796,1.36459,5.50292,17.4993
BAW33CE,567.428,0.915163,3.43763,10.9317
BAW33K,2996.33,0.219745,67.2733,213.929
BAW34,5779.24,0.894299,58.3138,185.438
BAW341,567.428,0.915163,3.59087,11.419
BAW342,571.632,1.58674,3.96738,12.6163
BAW344N,571.615,1.58411,3.48452,11.0808
BAW348,571.615,1.58411,3.62178,11.5173
