Callsign,Track Miles,3Di Score,Fuel Burn,CO2
BMR27EV,549.972,139.875,1.86795,5.94009
BMR2EP,549.972,139.875,1.86795,5.94009
BMR67CM,549.972,139.875,1.86795,5.94009
EXS316,361.11,10.8194,2.40157,7.637
EXS332,740.662,10.8085,3.45878,10.9989
EXS440,625.083,11.6397,2.88248,9.16628
NJE667L,581.102,10.8188,1.27286,4.04769
RYR2MK,330.148,10.8085,1.32589,4.21634
RYR723P,925.05,10.8086,5.33677,16.9709
FRED,597.819,456.166,3.54613,11.2767
