Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
1340,CFE1AM,287.970586,11.8015,1.5931,5.06607,2385
1341,CFE4SD,287.970586,11.8015,1.4725,4.68256,2423
1342,CFE5VZ,287.970586,11.8015,1.48528,4.72321,2372
1343,CFE7349,287.970586,11.8015,1.43512,4.56368,2415
1344,IJM612,287.970586,11.8015,0.78873,2.50816,2277
1345,KBD216,287.970586,11.8015,0.441747,1.40476,2599
1346,LXG22S,287.970586,11.8015,0.327653,1.04194,2653
1347,MABJL,287.970586,11.8015,1.31863,4.19323,2205
1348,MGGBL,287.970586,11.8015,0.976405,3.10497,2260
1349,NJE151L,287.970586,11.8015,0.498043,1.58378,2546
1350,STK3AP,287.970586,11.8015,1.61333,5.13038,2452
1351,SVW53XX,287.970586,11.8015,1.38281,4.39733,2171
1352,SWR435,287.970586,11.8015,1.62464,5.16637,2404
1353,SWR43P,287.970586,11.8015,1.57839,5.01929,2392
1354,SWR44K,287.970586,11.8015,1.56049,4.96235,2388
1355,ATL8F,287.970586,11.8015,0.602079,1.91461,2343
1356,AZA215,287.970586,11.8015,1.50172,4.77547,2427
1357,AZA217,287.970586,11.8015,1.44867,4.60677,2417
1358,AZA227,287.970586,11.8015,1.44867,4.60677,2417
1359,AZA72B,287.970586,11.8015,1.49984,4.76948,2426
1360,BZE03A,287.970586,11.8015,0.496073,1.57751,2362
1361,CFE1AM,287.970586,11.8015,1.41283,4.49281,2358
1362,CFE47L,287.970586,11.8015,1.51362,4.81333,2430
1363,CFE4SD,287.970586,11.8015,1.44419,4.59253,2417
1364,CFE5VZ,287.970586,11.8015,1.54041,4.89851,2371
1365,CFE7349,287.970586,11.8015,1.46624,4.66264,2421
1366,CFE79J,287.970586,11.8015,1.42904,4.54435,2414
1367,EZY82XF,287.970586,11.8015,1.83102,5.82266,2275
1368,GLJ75MA,287.970586,11.8015,1.25214,3.9818,2182
1369,MCITY,287.970586,11.8015,0.476442,1.51509,2546
1370,N989PR,287.970586,11.8015,0.174396,0.55458,3525
1371,NJE410P,287.970586,11.8015,0.802058,2.55054,2288
1372,NJE7EA,287.970586,11.8015,0.518983,1.65036,2568
1373,OHSSS,287.970586,11.8015,0.190129,0.604609,4350
1374,RHK08A,287.970586,11.8015,0.704544,2.24045,2491
1375,STK3AP,287.970586,11.8015,1.6049,5.10359,2450
1376,SWR435,287.970586,11.8015,1.56212,4.96755,2388
1377,SWR43P,287.970586,11.8015,1.57192,4.9987,2391
1378,SWR44K,287.970586,11.8015,1.59698,5.07839,2397
1379,VCG1XP,287.970586,11.8015,0.562594,1.78905,2571
1380,AHO419A,287.970586,11.8015,0.523159,1.66364,2573
1381,AWU729G,287.970586,11.8015,0.38068,1.21056,2661
1382,AZA215,287.970586,11.8015,1.41238,4.49136,2410
1383,AZA217,287.970586,11.8015,1.50325,4.78032,2424
1384,AZA227,287.970586,11.8015,1.48586,4.72505,2421
1385,BZE06A,287.970586,11.8015,0.615737,1.95804,2291
1386,CFE1AM,287.970586,11.8015,1.46924,4.67218,2368
1387,CFE2285,287.970586,11.8015,1.61441,5.13382,2378
1388,CFE33E,287.970586,11.8015,1.49685,4.75999,2347
1389,CFE47L,287.970586,11.8015,1.50444,4.78413,2428
1390,CFE4SD,287.970586,11.8015,1.41157,4.4888,2411
1391,CFE53TK,287.970586,11.8015,1.42505,4.53165,2412
1392,CFE5VZ,287.970586,11.8015,1.58309,5.03424,2383
1393,CFE7349,287.970586,11.8015,1.52139,4.83803,2430
1394,CFE79J,287.970586,11.8015,1.40532,4.46891,2409
1395,EZS9007,287.970586,11.8015,1.92412,6.11869,2283
1396,EZY82XF,287.970586,11.8015,1.86472,5.9298,2280
1397,FLJ51,287.970586,11.8015,0.467511,1.48668,2421
1398,LRQ9146,287.970586,11.8015,0.391614,1.24533,2403
1399,STK3AP,287.970586,11.8015,1.61473,5.13486,2452
1400,SWR435,287.970586,11.8015,1.54082,4.8998,2383
1401,SWR43P,287.970586,11.8015,1.55534,4.94599,2386
1402,SWR44K,287.970586,11.8015,1.72025,5.47038,2446
1403,AMC183,287.970586,11.8015,2.0273,6.44682,2332
1404,CFE1AM,287.970586,11.8015,1.4296,4.54614,2464
1405,CFE47L,287.970586,11.8015,1.49859,4.76551,2427
1406,CFE4SD,287.970586,11.8015,1.44603,4.59837,2406
1407,CFE8741,287.970586,11.8015,1.58774,5.049,2370
1408,CNK1,287.970586,11.8015,1.20863,3.84345,2168
1409,EZY7369,287.970586,11.8015,1.88229,5.98569,2282
1410,EZY7427,287.970586,11.8015,1.78486,5.67585,2310
1411,EZY82XF,287.970586,11.8015,1.80789,5.7491,2271
1412,GAC420L,287.970586,11.8015,0.277916,0.883773,3350
1413,LXTAC,287.970586,11.8015,0.452884,1.44017,2552
1414,SAH26P,287.970586,11.8015,0.466438,1.48327,2419
1415,STK3AP,287.970586,11.8015,1.63172,5.18886,2456
1416,SVW53XX,287.970586,11.8015,1.24019,3.94379,2174
1417,SWR435,287.970586,11.8015,1.5259,4.85235,2380
1418,SWR44K,287.970586,11.8015,1.41074,4.48616,2358
1419,ATL1D,287.970586,11.8015,0.51861,1.64918,2567
1420,CFE2287,287.970586,11.8015,1.54064,4.89922,2358
1421,CFE33E,287.970586,11.8015,1.57444,5.00672,2367
1422,CFE4SD,287.970586,11.8015,1.4203,4.51655,2412
1423,CFE79J,287.970586,11.8015,1.49472,4.75321,2426
1424,CFE8741,287.970586,11.8015,1.51449,4.81608,2352
1425,EES331C,287.970586,11.8015,0.319811,1.017,2854
1426,EZY68RN,287.970586,11.8015,1.90941,6.07194,2328
1427,SWR43P,287.970586,11.8015,1.51858,4.82908,2378
1428,AHO465N,287.970586,11.8015,0.54064,1.71923,2543
1429,AZA215,287.970586,11.8015,1.4003,4.45295,2408
1430,AZA217,287.970586,11.8015,1.36537,4.34188,2403
1431,AZA227,287.970586,11.8015,1.43126,4.5514,2413
1432,AZA72B,287.970586,11.8015,1.41083,4.48644,2410
1433,AZA82J,287.970586,11.8015,1.44711,4.6018,2416
1434,CFE1AM,287.970586,11.8015,1.59819,5.08226,2372
1435,CFE4SD,287.970586,11.8015,1.1783,3.74698,2461
1436,CFE5VZ,287.970586,11.8015,1.50691,4.79198,2363
1437,CFE7301,287.970586,11.8015,1.07412,3.41569,2445
1438,CFE7349,287.970586,11.8015,1.45246,4.61881,2417
1439,ECA3C,287.970586,11.8015,0.324388,1.03155,2647
1440,EZY32XU,287.970586,11.8015,1.96378,6.24483,2289
1441,SWR43P,287.970586,11.8015,1.46455,4.65726,2367
1442,SWR44K,287.970586,11.8015,1.5015,4.77478,2374
1443,AMC183,287.970586,11.8015,1.90354,6.05326,2316
1444,AZA215,287.970586,11.8015,1.41875,4.51162,2411
1445,AZA217,287.970586,11.8015,1.40885,4.48015,2410
1446,AZA227,287.970586,11.8015,1.54139,4.90163,2436
1447,AZA72B,287.970586,11.8015,1.36934,4.3545,2405
1448,AZA82J,287.970586,11.8015,1.4297,4.54644,2413
1449,CFE1AM,287.970586,11.8015,1.57674,5.01403,2368
1450,CFE3DE,287.970586,11.8015,1.57538,5.00971,2688
1451,CFE4SD,287.970586,11.8015,1.51487,4.81729,2426
1452,CFE5VZ,287.970586,11.8015,1.42579,4.53401,2360
1453,CFE7349,287.970586,11.8015,1.49984,4.76948,2426
1454,EZY68RN,287.970586,11.8015,1.73066,5.5035,2307
1455,GAC807K,287.970586,11.8015,0.276593,0.879565,3359
1456,MMD663,287.970586,11.8015,0.926042,2.94481,2318
1457,RYR740R,287.970586,11.8015,1.91514,6.09013,2324
1458,SWR435,287.970586,11.8015,1.45275,4.61975,2364
1459,SWR43P,287.970586,11.8015,1.44613,4.59869,2363
1460,SWR44K,287.970586,11.8015,1.57517,5.00905,2392
1461,AHO289A,287.970586,11.8015,0.461031,1.46608,2684
1462,AZA215,287.970586,11.8015,1.49213,4.74497,2425
1463,AZA217,287.970586,11.8015,1.51161,4.80692,2429
1464,AZA227,287.970586,11.8015,1.47577,4.69296,2422
1465,AZA72B,287.970586,11.8015,1.41111,4.48734,2409
1466,AZA82J,287.970586,11.8015,1.42505,4.53165,2412
1467,CFE1AM,287.970586,11.8015,1.46924,4.67218,2368
1468,CFE3DE,287.970586,11.8015,1.63314,5.1934,2704
1469,CFE4SD,287.970586,11.8015,1.13082,3.59602,2452
1470,CFE53TK,287.970586,11.8015,1.414,4.49651,2410
1471,CFE5VZ,287.970586,11.8015,1.47164,4.67982,2356
1472,CFE7305,287.970586,11.8015,1.14132,3.6294,2454
1473,CFE7307,287.970586,11.8015,1.46508,4.65895,2420
1474,CFE7349,287.970586,11.8015,1.41157,4.4888,2411
1475,FLJ72,287.970586,11.8015,0.378905,1.20492,2462
1476,MYJET,287.970586,11.8015,0.93359,2.96882,2239
1477,NJE024E,287.970586,11.8015,0.511678,1.62714,2560
1478,RYR740R,287.970586,11.8015,1.88444,5.99252,2321
1479,SWR40C,287.970586,11.8015,1.53385,4.87763,2356
1480,SWR435,287.970586,11.8015,1.47745,4.69828,2369
1481,SWR43K,287.970586,11.8015,1.36644,4.34529,2404
1482,SWR43P,287.970586,11.8015,1.56212,4.96755,2388
1483,SWR44K,287.970586,11.8015,1.51858,4.82908,2378
1484,SWR47A,287.970586,11.8015,1.52338,4.84435,2430
1485,YUPMK,287.970586,11.8015,0.479503,1.52482,2609
1486,AZA215,287.970586,11.8015,1.41238,4.49136,2410
1487,AZA217,287.970586,11.8015,1.34851,4.28826,2403
1488,AZA219,287.970586,11.8015,1.44098,4.58233,2415
1489,AZA227,287.970586,11.8015,1.48643,4.72685,2424
1490,AZA72B,287.970586,11.8015,1.41308,4.49361,2411
1491,AZA82J,287.970586,11.8015,1.43636,4.56763,2414
1492,CFE1AM,287.970586,11.8015,1.30473,4.14904,2402
1493,CFE3DE,287.970586,11.8015,1.58455,5.03888,2690
1494,CFE4SD,287.970586,11.8015,1.414,4.49651,2410
1495,CFE53TK,287.970586,11.8015,1.4255,4.53308,2413
1496,CFE5VZ,287.970586,11.8015,1.2579,4.00013,2388
1497,CFE7301,287.970586,11.8015,1.40734,4.47533,2409
1498,CFE7305,287.970586,11.8015,1.41157,4.4888,2411
1499,CFE7349,287.970586,11.8015,1.42091,4.5185,2412
1500,EGL999,287.970586,11.8015,0.478777,1.52251,2377
1501,EZY32XU,287.970586,11.8015,1.88051,5.98003,2276
1502,EZY68RN,287.970586,11.8015,1.84788,5.87626,2319
1503,GAC317F,287.970586,11.8015,0.274385,0.872544,3343
1504,N79CN,287.970586,11.8015,0.236612,0.752426,3043
1505,SWR44K,287.970586,11.8015,1.42906,4.5444,2361
1506,VXS304,287.970586,11.8015,0.619698,1.97064,2456
1507,3AMGA,287.970586,11.8015,0.915417,2.91103,2319
1508,ABP921,287.970586,11.8015,1.15387,3.66931,2242
1509,AMC183,287.970586,11.8015,1.8956,6.028,2312
1510,CFE1AM,287.970586,11.8015,1.50875,4.79782,2349
1511,CFE4SD,287.970586,11.8015,1.46206,4.64935,2419
1512,CFE5VZ,287.970586,11.8015,1.51312,4.81172,2351
1513,EZY32XU,287.970586,11.8015,1.89323,6.02046,2285
1514,NJE202E,287.970586,11.8015,0.416163,1.3234,2600
1515,NJE204U,287.970586,11.8015,0.723419,2.30047,2265
1516,OHTRG,287.970586,11.8015,0.195075,0.620338,4301
1517,RYR740R,287.970586,11.8015,1.88444,5.99252,2321
1518,RYR7SG,287.970586,11.8015,1.82186,5.7935,2314
1519,SWR435,287.970586,11.8015,1.53974,4.89639,2358
1520,SWR43P,287.970586,11.8015,1.48819,4.73244,2371
1521,SWR44K,287.970586,11.8015,1.47745,4.69828,2369
1522,AMC183,287.970586,11.8015,2.02437,6.43751,2328
1523,AZA82J,287.970586,11.8015,1.49792,4.7634,2426
1524,CFE1AM,287.970586,11.8015,1.29065,4.10426,2397
1525,CFE4SD,287.970586,11.8015,1.16445,3.70296,2459
1526,CFE8741,287.970586,11.8015,1.50065,4.77206,2348
1527,EZY32XU,287.970586,11.8015,1.96849,6.25979,2290
1528,EZY83HN,287.970586,11.8015,1.80897,5.75252,2272
1529,FLJ51,287.970586,11.8015,0.474741,1.50968,2426
1530,RYR740R,287.970586,11.8015,1.93523,6.15403,2327
1531,RYR7SG,287.970586,11.8015,1.88216,5.98527,2321
1532,SWR44K,287.970586,11.8015,1.42323,4.52587,2360
1533,BZE03A,287.970586,11.8015,0.597199,1.89909,2278
1534,CFE33E,287.970586,11.8015,1.62611,5.17102,2382
1535,CFE4SD,287.970586,11.8015,1.41557,4.50151,2411
1536,CFE5VZ,287.970586,11.8015,1.54674,4.91862,2360
1537,CFE7305,287.970586,11.8015,1.47796,4.69991,2423
1538,EZY68RN,287.970586,11.8015,1.95654,6.22178,2333
1539,FLJ51,287.970586,11.8015,0.454031,1.44382,2389
1540,LXTAC,287.970586,11.8015,0.455556,1.44867,2557
1541,MCITY,287.970586,11.8015,0.467728,1.48738,2524
1542,RYR740R,287.970586,11.8015,1.98145,6.301,2332
1543,RYR7SG,287.970586,11.8015,1.97041,6.2659,2324
1544,SME211,287.970586,11.8015,0.848218,2.69733,2290
1545,SWR435,287.970586,11.8015,1.57192,4.9987,2391
1546,SWR43P,287.970586,11.8015,1.5259,4.85235,2380
1547,AZA215,287.970586,11.8015,1.44711,4.6018,2416
1548,AZA217,287.970586,11.8015,1.48289,4.7156,2423
1549,AZA227,287.970586,11.8015,1.43331,4.55794,2414
1550,AZA72B,287.970586,11.8015,1.5057,4.78811,2428
1551,AZA82J,287.970586,11.8015,1.414,4.49651,2410
1552,CFE1AM,287.970586,11.8015,1.61879,5.14775,2380
1553,CFE29D,287.970586,11.8015,1.42404,4.52844,2413
1554,CFE4SD,287.970586,11.8015,1.11871,3.5575,2451
1555,CFE53TK,287.970586,11.8015,1.45738,4.63447,2419
1556,CFE5VZ,287.970586,11.8015,1.45303,4.62063,2353
1557,CFE7305,287.970586,11.8015,1.48708,4.72891,2425
1558,CFE7349,287.970586,11.8015,1.40532,4.46891,2409
1559,DGX801,287.970586,11.8015,0.973463,3.09561,2263
1560,EZY32XU,287.970586,11.8015,1.83834,5.84591,2276
1561,NJE701A,287.970586,11.8015,0.538006,1.71086,2540
1562,NJE801K,287.970586,11.8015,0.626292,1.99161,2412
1563,OHSSS,287.970586,11.8015,0.188561,0.599624,4393
1564,RYR7SG,287.970586,11.8015,1.87493,5.96227,2318
1565,SWR43P,287.970586,11.8015,1.4836,4.71784,2371
1566,SWR44K,287.970586,11.8015,1.49993,4.76979,2374
1567,SWR46J,287.970586,11.8015,1.44265,4.58762,2416
1568,AMC183,287.970586,11.8015,1.92967,6.13636,2316
1569,AZA215,287.970586,11.8015,1.4171,4.50639,2411
1570,AZA217,287.970586,11.8015,1.53499,4.88126,2435
1571,AZA227,287.970586,11.8015,1.47257,4.68279,2422
1572,AZA72B,287.970586,11.8015,1.46508,4.65895,2420
1573,AZA82J,287.970586,11.8015,1.41238,4.49136,2410
1574,CFE1AM,287.970586,11.8015,1.59634,5.07636,2372
1575,CFE4SD,287.970586,11.8015,1.55027,4.92987,2435
1576,CFE53TK,287.970586,11.8015,1.49283,4.74718,2426
1577,CFE5VZ,287.970586,11.8015,1.532,4.87177,2369
1578,CFE7349,287.970586,11.8015,1.41786,4.5088,2412
1579,EZY68RN,287.970586,11.8015,1.85898,5.91156,2311
1580,RYR740R,287.970586,11.8015,1.89813,6.03606,2314
1581,RYR7SG,287.970586,11.8015,1.88691,6.00036,2321
1582,SWR40C,287.970586,11.8015,1.45323,4.62127,2417
1583,SWR435,287.970586,11.8015,1.49447,4.75241,2373
1584,SWR43P,287.970586,11.8015,1.55534,4.94599,2386
1585,AZA215,287.970586,11.8015,1.48643,4.72685,2424
1586,AZA217,287.970586,11.8015,1.51891,4.83014,2430
1587,AZA227,287.970586,11.8015,1.47969,4.70541,2423
1588,AZA72B,287.970586,11.8015,1.46206,4.64935,2419
1589,AZA82J,287.970586,11.8015,1.49521,4.75477,2416
1590,CFE1AM,287.970586,11.8015,1.52922,4.86292,2369
1591,CFE4SD,287.970586,11.8015,1.44711,4.6018,2416
1592,CFE5VZ,287.970586,11.8015,1.51531,4.81869,2365
1593,CFE7349,287.970586,11.8015,1.41157,4.4888,2411
1594,DGX802,287.970586,11.8015,0.968487,3.07979,2261
1595,GPTXC,287.970586,11.8015,0.167593,0.532947,3678
1596,MCITY,287.970586,11.8015,0.349157,1.11032,2630
1597,RYR740R,287.970586,11.8015,1.88444,5.99252,2321
1598,RYR7SG,287.970586,11.8015,1.88222,5.98547,2313
1599,SWR435,287.970586,11.8015,1.48977,4.73746,2372
1600,SWR43P,287.970586,11.8015,1.46408,4.65577,2365
1601,SWR44K,287.970586,11.8015,1.5153,4.81866,2378
1602,XJC449,287.970586,11.8015,0.375092,1.19279,2833
1603,CFE1AM,287.970586,11.8015,1.2579,4.00013,2388
1604,CFE4SD,287.970586,11.8015,1.47257,4.68279,2422
1605,CFE5VZ,287.970586,11.8015,1.30602,4.15314,2403
1606,CFE7305,287.970586,11.8015,1.41157,4.4888,2411
1607,CFE7307,287.970586,11.8015,1.4203,4.51655,2412
1608,CFE7349,287.970586,11.8015,1.4255,4.53308,2413
1609,EZY32XU,287.970586,11.8015,1.89555,6.02786,2285
1610,EZY68RN,287.970586,11.8015,1.83385,5.83165,2317
1611,NJE906Y,287.970586,11.8015,0.522459,1.66142,2572
1612,RHK97A,287.970586,11.8015,0.599294,1.90576,2481
1613,RYR7SG,287.970586,11.8015,1.88444,5.99252,2321
1614,SPG359,287.970586,11.8015,0.430137,1.36783,2581
1615,SWR43P,287.970586,11.8015,1.51073,4.80412,2376
1616,AMC183,287.970586,11.8015,2.167,6.89107,2367
1617,AZA215,287.970586,11.8015,1.54292,4.90649,2437
1618,AZA217,287.970586,11.8015,1.36065,4.32688,2403
1619,AZA227,287.970586,11.8015,1.55186,4.93491,2435
1620,AZA82J,287.970586,11.8015,1.46508,4.65895,2420
1621,CFE11Z,287.970586,11.8015,1.48124,4.71033,2423
1622,CFE1AM,287.970586,11.8015,1.54815,4.92311,2360
1623,CFE4SD,287.970586,11.8015,1.2222,3.88661,2473
1624,CFE5VZ,287.970586,11.8015,1.53931,4.895,2358
1625,CFE7301,287.970586,11.8015,1.41308,4.49361,2411
1626,CFE7349,287.970586,11.8015,1.39881,4.44821,2408
1627,EZY32XU,287.970586,11.8015,1.89323,6.02046,2285
1628,HBFXF,287.970586,11.8015,0.193741,0.616095,4377
1629,RYR740R,287.970586,11.8015,1.93523,6.15403,2327
1630,RYR7SG,287.970586,11.8015,2.05376,6.53095,2344
1631,SNM834,287.970586,11.8015,0.757559,2.40904,2293
1632,SWR43P,287.970586,11.8015,1.51073,4.80412,2376
1633,SWR44K,287.970586,11.8015,1.51222,4.80886,2377
1634,T7MND,287.970586,11.8015,0.361163,1.1485,2758
1635,AMC183,287.970586,11.8015,1.91435,6.08764,2310
1636,CFE1AM,287.970586,11.8015,1.31402,4.17857,2405
1637,CFE4SD,287.970586,11.8015,1.18117,3.75612,2463
1638,CFE8741,287.970586,11.8015,1.24325,3.95355,2384
1639,DTR2,287.970586,11.8015,0.353819,1.12514,3073
1640,EZY32XU,287.970586,11.8015,1.87716,5.96938,2282
1641,EZY83HN,287.970586,11.8015,2.01249,6.39973,2298
1642,MMD664,287.970586,11.8015,0.953227,3.03126,2330
1643,NJE815Q,287.970586,11.8015,0.611997,1.94615,2399
1644,RYR740R,287.970586,11.8015,1.99142,6.3327,2328
1645,RYR7SG,287.970586,11.8015,1.93259,6.14565,2320
1646,SWR44K,287.970586,11.8015,1.48666,4.72756,2371
1647,2FLYT,287.970586,11.8015,0.195339,0.621178,4389
1648,CFE33E,287.970586,11.8015,1.28875,4.09822,2397
1649,CFE4SD,287.970586,11.8015,1.54139,4.90163,2436
1650,CFE5VZ,287.970586,11.8015,1.2579,4.00013,2388
1651,CFE7305,287.970586,11.8015,1.44946,4.60928,2418
1652,EZY68RN,287.970586,11.8015,1.80494,5.73971,2314
1653,NJE337E,287.970586,11.8015,0.427221,1.35856,2608
1654,RYR740R,287.970586,11.8015,2.01266,6.40025,2338
1655,RYR7SG,287.970586,11.8015,1.89695,6.03229,2314
1656,SWR435,287.970586,11.8015,1.49758,4.76232,2374
1657,AZA217,287.970586,11.8015,1.42822,4.54173,2413
1658,BZE06A,287.970586,11.8015,0.579747,1.8436,2325
1659,CFE4SD,287.970586,11.8015,1.14279,3.63407,2454
1660,CFE5VZ,287.970586,11.8015,1.52777,4.85832,2382
1661,CFE7349,287.970586,11.8015,1.43948,4.57754,2415
1662,EZY32XU,287.970586,11.8015,1.87716,5.96938,2282
1663,N501HM,287.970586,11.8015,1.09857,3.49345,2225
1664,RYR7SG,287.970586,11.8015,1.87493,5.96227,2318
1665,SWR43P,287.970586,11.8015,1.52753,4.85753,2380
1666,SWR44K,287.970586,11.8015,1.51073,4.80412,2376
1667,AZA219,287.970586,11.8015,1.44098,4.58233,2415
1668,BZE03A,287.970586,11.8015,0.535919,1.70422,2367
1669,CFE1AM,287.970586,11.8015,1.54674,4.91862,2360
1670,CFE4SD,287.970586,11.8015,1.46937,4.6726,2422
1671,CFE5VZ,287.970586,11.8015,1.46004,4.64294,2366
1672,JFA29D,287.970586,11.8015,0.377982,1.20198,2656
1673,LWG801,287.970586,11.8015,0.501302,1.59414,2371
1674,NJE528A,287.970586,11.8015,0.625458,1.98896,2395
1675,RYR740R,287.970586,11.8015,2.03815,6.48132,2342
1676,SWR435,287.970586,11.8015,1.51691,4.82378,2378
1677,SWR43P,287.970586,11.8015,1.49758,4.76232,2374
1678,SWR44K,287.970586,11.8015,1.47745,4.69828,2369
1679,AZA215,287.970586,11.8015,1.52338,4.84435,2430
1680,AZA217,287.970586,11.8015,1.48827,4.73269,2424
1681,AZA227,287.970586,11.8015,1.41083,4.48644,2410
1682,AZA82J,287.970586,11.8015,1.48124,4.71033,2423
1683,BZE01A,287.970586,11.8015,0.507711,1.61452,2379
1684,CFE1AM,287.970586,11.8015,1.46924,4.67218,2368
1685,CFE4SD,287.970586,11.8015,1.37265,4.36503,2405
1686,CFE5VZ,287.970586,11.8015,1.51563,4.81969,2379
1687,CFE7349,287.970586,11.8015,1.43789,4.57249,2415
1688,FLJ52,287.970586,11.8015,0.402782,1.28085,2462
1689,N961V,287.970586,11.8015,0.895454,2.84754,2310
1690,NJE126K,287.970586,11.8015,0.477143,1.51732,2631
1691,NJE9CF,287.970586,11.8015,0.471528,1.49946,2602
1692,RHK98A,287.970586,11.8015,0.566498,1.80146,2467
1693,RYR740R,287.970586,11.8015,1.91176,6.07939,2324
1694,RYR7SG,287.970586,11.8015,1.87118,5.95035,2320
1695,SWR435,287.970586,11.8015,1.59202,5.06264,2396
1696,SWR43P,287.970586,11.8015,1.52753,4.85753,2380
1697,9HIDB,287.970586,11.8015,0.802629,2.55236,2959
1698,AHO763L,287.970586,11.8015,0.857615,2.72721,2958
1699,AZA219,287.970586,11.8015,1.43355,4.5587,2415
1700,AZA72B,287.970586,11.8015,1.47094,4.67758,2422
1701,CFE1AM,287.970586,11.8015,1.5945,5.0705,2372
1702,CFE4SD,287.970586,11.8015,1.44265,4.58762,2416
1703,CFE54K,287.970586,11.8015,1.46958,4.67326,2421
1704,CFE5VZ,287.970586,11.8015,1.6247,5.16655,2381
1705,CFE7301,287.970586,11.8015,1.51355,4.81309,2431
1706,CFE7305,287.970586,11.8015,1.48708,4.72891,2425
1707,CFE7307,287.970586,11.8015,1.41157,4.4888,2411
1708,CFE7349,287.970586,11.8015,1.41938,4.51361,2412
1709,CFE76T,287.970586,11.8015,1.45401,4.62376,2418
1710,CFE89Y,287.970586,11.8015,1.46652,4.66352,2420
1711,CFE94C,287.970586,11.8015,1.1555,3.67449,2456
1712,CLF115,287.970586,11.8015,0.344295,1.09486,2659
1713,EZY32XU,287.970586,11.8015,1.90952,6.07226,2288
1714,HBFVO,287.970586,11.8015,0.191789,0.609888,4363
1715,LWG902,287.970586,11.8015,0.601165,1.91171,2132
1716,NJE085Y,287.970586,11.8015,0.377266,1.19971,2670
1717,NJE165H,287.970586,11.8015,0.537366,1.70882,2539
1718,NJE3NX,287.970586,11.8015,0.360564,1.14659,2650
1719,OOPCJ,287.970586,11.8015,0.187908,0.597547,4289
1720,REN87R,287.970586,11.8015,0.825619,2.62547,2898
1721,RYR7SG,287.970586,11.8015,1.98145,6.301,2332
1722,SAH26P,287.970586,11.8015,0.402024,1.27844,2495
1723,SWR43K,287.970586,11.8015,1.47632,4.69471,2423
1724,SWR43P,287.970586,11.8015,1.52337,4.84432,2379
1725,AMC183,287.970586,11.8015,1.92439,6.11956,2314
1726,AZA215,287.970586,11.8015,1.50444,4.78413,2428
1727,AZA217,287.970586,11.8015,1.46937,4.6726,2422
1728,CFE4SD,287.970586,11.8015,1.47479,4.68984,2423
1729,CFE5VZ,287.970586,11.8015,1.63194,5.18958,2383
1730,CFE7349,287.970586,11.8015,1.46206,4.64935,2419
1731,EZY32XU,287.970586,11.8015,1.91178,6.07946,2288
1732,LVCCW,287.970586,11.8015,0.721848,2.29548,2402
1733,LXTAC,287.970586,11.8015,0.355935,1.13187,2649
1734,RYR740R,287.970586,11.8015,1.94742,6.19279,2329
1735,RYR7SG,287.970586,11.8015,1.99688,6.35009,2336
1736,SWR43P,287.970586,11.8015,1.49993,4.76979,2374
1737,SWR44K,287.970586,11.8015,1.463,4.65235,2366
1738,AMC183,287.970586,11.8015,2.12005,6.74176,2355
1739,CFE1AM,287.970586,11.8015,1.6012,5.09181,2373
1740,CFE4SD,287.970586,11.8015,1.43479,4.56263,2414
1741,CFE8741,287.970586,11.8015,1.509,4.79861,2350
1742,EZY32XU,287.970586,11.8015,1.90039,6.04325,2286
1743,EZY83HN,287.970586,11.8015,1.83589,5.83813,2276
1744,LDX15,287.970586,11.8015,0.670685,2.13278,2314
1745,NJE570E,287.970586,11.8015,1.39305,4.42989,2175
1746,RYR740R,287.970586,11.8015,1.925,6.12151,2326
1747,RYR7SG,287.970586,11.8015,1.84603,5.87038,2317
1748,SWR44K,287.970586,11.8015,1.43711,4.57002,2362
1749,CFE33E,287.970586,11.8015,1.54064,4.89922,2358
1750,CFE4SD,287.970586,11.8015,1.46334,4.65342,2417
1751,CFE5VZ,287.970586,11.8015,1.29312,4.11214,2398
1752,CFE7305,287.970586,11.8015,1.46624,4.66264,2421
1753,CFE7349,287.970586,11.8015,1.47031,4.67558,2418
1754,EZY68RN,287.970586,11.8015,1.89665,6.03134,2326
1755,3AMIG,287.970586,11.8015,0.195757,0.622507,4306
1756,AMC185,287.970586,11.8015,1.85898,5.91156,2311
1757,AZA217,287.970586,11.8015,1.41557,4.50151,2411
1758,CFE4SD,287.970586,11.8015,1.08742,3.45799,2448
1759,CFE5VZ,287.970586,11.8015,1.47844,4.70145,2357
1760,CFE7349,287.970586,11.8015,1.38713,4.41107,2407
1761,CFE9QK,287.970586,11.8015,1.42704,4.53798,2413
1762,EZY32XU,287.970586,11.8015,1.93297,6.14683,2292
1763,GAC586G,287.970586,11.8015,0.27735,0.881972,3354
1764,NJE2VY,287.970586,11.8015,0.508881,1.61824,2556
1765,NJE7AG,287.970586,11.8015,0.478471,1.52154,2609
1766,PTA34P,287.970586,11.8015,0.441892,1.40522,2411
1767,RYR7178,287.970586,11.8015,1.87484,5.96199,2313
1768,SWR43P,287.970586,11.8015,1.50923,4.79934,2376
1769,SWR44K,287.970586,11.8015,1.47745,4.69828,2369
1770,AMC183,287.970586,11.8015,1.93432,6.15113,2320
1771,AZA219,287.970586,11.8015,1.5149,4.81737,2429
1772,AZA72B,287.970586,11.8015,1.48289,4.7156,2423
1773,BZE07A,287.970586,11.8015,0.507711,1.61452,2379
