Callsign,Track Miles,3Di Score,Fuel Burn,CO2
BAW247,695.297,4.16359,15.9844,50.8305
BAW248,486.631,2.27161,4.47494,14.2303
BAW249,655.414,3.22445,8.87514,28.2229
BAW24MC,495.423,3.25339,3.4332,10.9176
BAW24R,568.106,3.24388,13.6517,43.4125
BAW251,653.01,2.88349,9.29536,29.5593
BAW253M,476.56,1.18646,10.135,32.2294
BAW2543,677.253,21.6738,3.16065,10.0509
BAW2544,358.329,1.21661,2.88219,9.16538
BAW2545,414.46,10.6893,1.82315,5.79761
BAW2546,1325.72,495.7,7.29142,23.1867
BAW2547,414.46,10.6893,1.68825,5.36864
BAW2550,465.317,5.86998,3.43061,10.9094
BAW2551,251.873,5.2762,0.97633,3.10473
BAW2556,1770.08,544.485,9.73653,30.9622
BAW2557,508.749,30.994,2.25289,7.16419
BAW255E,1321.37,493.779,7.63148,24.2681
BAW256,252.925,3.66547,2.76929,8.80634
BAW2562,404.274,0.489218,3.12314,9.93157
BAW2563,1135.77,987.553,5.39795,17.1655
BAW2567,267.377,81.5883,1.04254,3.31529
BAW256R,2710.87,366.856,14.08,44.7743
BAW257,534.039,30.2323,10.9897,34.9473
BAW2581,1122.14,936.695,5.40779,17.1968
BAW2586,427.874,3.3664,3.10532,9.8749
BAW25KP,414.46,10.6893,1.68825,5.36864
BAW25LR,1770.08,544.485,9.73653,30.9622
BAW25VL,414.46,10.6893,2.20038,6.99722
BAW2605,677.253,21.6738,3.16065,10.0509
BAW2607,677.253,21.6738,3.16065,10.0509
BAW2610,492.282,2.53349,3.56874,11.3486
BAW2611,677.253,21.6738,3.16065,10.0509
BAW261C,502.485,31.8652,2.26317,7.19689
BAW262,399.58,0.468955,7.44496,23.675
BAW2621,628.109,23.8306,2.90912,9.25101
BAW2622,495.423,3.25339,3.4332,10.9176
BAW2623,628.109,23.8306,2.80915,8.9331
BAW2625,628.109,23.8306,2.80915,8.9331
BAW2626,495.423,3.25339,3.5846,11.399
BAW2627,628.109,23.8306,2.90912,9.25101
BAW263,2331.61,720.905,55.7837,177.392
BAW2631,414.46,10.6893,1.82315,5.79761
BAW2635,446.081,1.91777,1.87476,5.96175
BAW2648,1770.08,544.485,9.86884,31.3829
BAW2649,621.049,24.6279,2.82537,8.98467
BAW265,877.127,55.7606,11.6633,37.0894
BAW2664,484.167,3.72786,3.52373,11.2055
BAW2665,457.156,1.33708,2.04443,6.50127
BAW268,588.758,4.28843,14.2253,45.2363
BAW268N,495.423,3.25339,3.5846,11.399
BAW269,904.833,54.7622,31.5711,100.396
BAW2694,466.661,3.85105,3.43461,10.922
BAW26AV,466.649,11.495,3.44324,10.9495
BAW26E,888.124,56.2283,16.2719,51.7447
BAW27,745.622,87.7483,16.8491,53.58
BAW2706,1321.37,493.779,7.69627,24.4741
BAW2708,1321.37,493.779,7.65679,24.3486
BAW2709,414.46,10.6893,1.80818,5.75003
BAW2714,465.317,5.86998,3.45299,10.9805
BAW2720,465.317,5.86998,3.4279,10.9007
BAW2723,460.239,2.85051,2.06039,6.55203
BAW273A,345.101,6.72772,2.81442,8.94986
BAW274,615.204,1.34292,12.3761,39.3561
BAW274B,465.768,3.0526,2.05378,6.53103
BAW275,931.857,54.094,26.6186,84.6473
BAW276,389.678,1.96114,3.30606,10.5133
BAW2761,476.513,127.544,3.27257,10.4068
BAW2767,149.463,6.35329,1.3668,4.34643
BAW277,815.71,185.589,10.5253,33.4706
BAW2775,149.463,6.35329,1.20599,3.83505
BAW2778,168.344,18.4915,1.48706,4.72885
BAW279,655.486,0.42288,9.32789,29.6627
BAW2796,345.101,6.72772,2.81442,8.94986
BAW2797,498.312,2.72173,2.25729,7.17818
BAW27G,422.567,3.38259,3.13716,9.97616
BAW280,568.106,3.24388,5.29169,16.8276
BAW281,931.857,54.094,12.2553,38.9719
BAW283,967.085,53.4344,27.5136,87.4931
BAW287,600.607,1.50477,23.3374,74.2129
BAW28CY,396.464,2.31231,1.71631,5.45788
BAW28V,230.491,0.615106,2.2364,7.11176
BAW293,879.6,56.3802,25.4778,81.0194
BAW295,879.6,56.3802,25.6056,81.426
BAW297,879.6,56.3802,30.8929,98.2395
BAW29G,588.758,4.28843,7.68396,24.435
BAW29PL,1587.28,255.628,8.92652,28.3863
BAW2CC,677.253,21.6738,3.16065,10.0509
BAW2DP,461.082,1.59338,3.42897,10.9041
BAW2JA,334.497,60.5249,2.47809,7.88033
BAW2KP,1342.52,446.189,8.4973,27.0214
BAW2LT,602.623,110.182,3.77677,12.0101
BAW2MZ,1321.37,493.779,7.65679,24.3486
BAW2PG,192.095,2.08511,1.8015,5.72876
BAW304,207.909,9.64367,1.71804,5.46337
BAW307,192.095,2.08511,1.6229,5.16084
BAW308,207.909,9.64367,1.77141,5.6331
BAW309,192.095,2.08511,1.6229,5.16084
BAW30AL,358.329,1.21661,2.88219,9.16538
BAW30CV,389.678,1.96114,1.68106,5.34577
BAW31,745.622,87.7483,26.9417,85.6745
BAW314,207.909,9.64367,1.77141,5.6331
BAW315,192.095,2.08511,1.65816,5.27296
BAW316,207.909,9.64367,1.71804,5.46337
BAW31CE,525.118,1.1816,2.62424,8.34508
BAW31F,879.6,56.3802,25.1374,79.937
BAW327,192.36,2.21217,1.65994,5.27861
BAW328,207.909,9.64367,1.91767,6.09818
BAW32CG,192.095,2.08511,1.6229,5.16084
BAW33,911.451,136.578,12.0495,38.3173
BAW334G,465.317,5.86998,3.4279,10.9007
BAW335M,498.312,2.72173,2.25729,7.17818
BAW33CE,525.118,1.1816,2.23015,7.09188
BAW33K,879.6,56.3802,25.6056,81.426
BAW34,383.221,3.71239,3.30721,10.5169
BAW341,525.118,1.1816,2.33777,7.43412
BAW342,520.114,3.5591,4.02192,12.7897
BAW344N,520.114,3.5591,3.55636,11.3092
BAW348,520.114,3.5591,3.71325,11.8081
BAW349,525.118,1.1816,2.33777,7.43412
BAW34BQ,632.416,3.53889,3.29437,10.4761
BAW34N,561.578,2.93099,11.1613,35.4929
BAW35,815.71,185.589,10.5253,33.4706
BAW352,520.114,3.5591,4.04125,12.8512
BAW354N,520.114,3.5591,4.04125,12.8512
BAW356,520.114,3.5591,3.55636,11.3092
BAW357,525.118,1.1816,2.23015,7.09188
BAW35MM,529.454,3.86656,3.76033,11.9579
BAW36,389.678,1.96114,3.08061,9.79635
BAW362,430.739,4.77849,3.11799,9.91522
BAW364,430.739,4.77849,3.11799,9.91522
BAW365,420.737,2.58393,2.84963,9.06184
BAW366,827.948,56.6341,5.25006,16.6952
BAW368,529.454,3.86656,3.77037,11.9898
BAW369,469.467,2.90358,2.05286,6.52809
BAW36CT,246.582,28.1286,1.93794,6.16266
BAW371,469.467,2.90358,2.05286,6.52809
BAW374,463.792,2.13003,3.3506,10.6549
BAW375,519.109,8.70082,2.27166,7.22387
BAW377,519.109,8.70082,2.27166,7.22387
BAW37AF,475.185,1.99395,2.13772,6.79796
BAW37DA,390.817,9.51254,2.64816,8.42116
BAW38,402.27,1.79994,6.08008,19.3346
BAW388,191.508,1.12645,1.67827,5.33689
BAW389,200.059,5.18351,1.72001,5.46962
BAW38DB,298.436,20.8261,2.18362,6.94391
BAW38P,615.204,1.34292,12.3761,39.3561
BAW39,1022.12,138.588,21.8684,69.5416
BAW391,200.059,5.18351,1.72001,5.46962
BAW392R,191.508,1.12645,1.64478,5.23039
BAW393B,200.059,5.18351,1.67521,5.32718
BAW394,191.508,1.12645,1.64478,5.23039
BAW395B,200.059,5.18351,1.67521,5.32718
BAW396,191.508,1.12645,1.64478,5.23039
BAW397,200.059,5.18351,1.67521,5.32718
BAW398R,191.508,1.12645,1.64478,5.23039
BAW399R,200.059,5.18351,1.67521,5.32718
BAW39YL,419.81,2.38067,2.84541,9.04841
BAW3C,596.224,2.29203,11.9459,37.9878
BAW3DL,302.553,10.6377,2.23363,7.10294
BAW3HK,444.199,7.9147,2.84494,9.04691
BAW3PG,207.909,9.64367,1.77141,5.6331
BAW3RP,717.296,24.0145,3.3651,10.701
BAW3ZL,453.021,5.77247,2.96488,9.4283
BAW404R,191.508,1.12645,1.64478,5.23039
BAW41C,476.405,0.165828,10.0832,32.0645
BAW41HA,201.502,0.784036,1.73585,5.52
BAW41Y,430.739,4.77849,3.11799,9.91522
BAW423,201.502,0.784036,1.73585,5.52
BAW428,334.497,60.5249,5.11434,16.2636
BAW429,201.502,0.784036,3.51598,11.1808
BAW42DB,367.274,46.327,2.95672,9.40237
BAW42Y,419.81,2.38067,2.84541,9.04841
BAW430,334.497,60.5249,2.63994,8.39503
BAW431,201.502,0.784036,1.73585,5.52
BAW432,334.497,60.5249,2.63994,8.39503
BAW433,201.502,0.784036,1.73585,5.52
BAW435,201.502,0.784036,1.68964,5.37304
BAW438,334.497,60.5249,2.51222,7.98885
BAW439,201.502,0.784036,1.68964,5.37304
BAW43C,476.405,0.165828,10.114,32.1626
BAW43HA,201.502,0.784036,1.73585,5.52
BAW43LQ,632.416,3.53889,3.29437,10.4761
BAW440,334.497,60.5249,2.67962,8.5212
BAW442,334.497,60.5249,2.67962,8.5212
BAW444,334.497,60.5249,2.67962,8.5212
BAW44BC,1342.52,446.189,7.80369,24.8157
BAW44ML,899.283,326.225,5.36989,17.0762
BAW44N,904.833,54.7622,19.7902,62.9328
BAW454,347.077,3.35766,2.82842,8.99438
BAW456,347.077,3.35766,5.73673,18.2428
BAW457,263.32,3.20463,2.0437,6.49896
BAW45EM,263.32,3.20463,1.03711,3.29801
BAW45MA,834.066,296.059,3.71656,11.8187
BAW45T,574.263,1.08551,2.54559,8.09497
BAW460M,347.077,3.35766,8.17491,25.9962
BAW461,263.32,3.20463,2.82154,8.97248
BAW462,347.077,3.35766,3.05816,9.72496
BAW463,263.32,3.20463,1.15134,3.66126
BAW464,347.077,3.35766,2.71711,8.6404
BAW465,263.32,3.20463,1.01508,3.22795
BAW466,1344.98,162.179,7.90893,25.1504
BAW467,472.181,1.78675,2.12316,6.75163
BAW468,548.032,8.52101,3.86237,12.2824
BAW469,472.181,1.78675,2.08776,6.63907
BAW46PX,664.672,26.0339,3.04665,9.68836
BAW472,1342.52,446.189,7.80369,24.8157
BAW473,425.906,8.10435,1.92126,6.10961
BAW474,1342.52,446.189,7.80369,24.8157
BAW475,425.906,8.10435,1.82917,5.81677
BAW477,425.906,8.10435,1.82917,5.81677
BAW479,425.906,8.10435,1.92126,6.10961
BAW47MG,498.312,2.72173,2.3485,7.46822
BAW47NL,557.815,4.84344,3.39142,10.7847
BAW480,1342.52,446.189,7.76262,24.6851
BAW481B,425.906,8.10435,1.86847,5.94172
BAW485,425.906,8.10435,1.92126,6.10961
BAW486,1342.52,446.189,7.80369,24.8157
BAW487,425.906,8.10435,1.86847,5.94172
BAW48BC,1342.52,446.189,7.76262,24.6851
BAW48G,2331.61,720.905,12.382,39.3748
BAW48Q,521.163,1.74854,10.1773,32.3639
BAW49,595.575,1.90532,18.935,60.2132
BAW490U,347.077,3.35766,2.82842,8.99438
BAW491U,509.758,1.6593,2.31739,7.36929
BAW499,476.152,4.8743,2.1437,6.81695
BAW49AJ,676.059,21.9766,3.98649,12.677
BAW49MG,498.312,2.72173,2.13201,6.77978
BAW4AB,420.339,0.180442,2.03205,6.46191
BAW4DC,207.909,9.64367,1.71804,5.46337
BAW4DP,519.109,8.70082,2.41047,7.66529
BAW4GP,498.312,2.72173,2.3485,7.46822
BAW4LT,602.623,110.182,3.77677,12.0101
BAW4VK,919.543,51.5088,5.46987,17.3942
BAW5,1858.6,224.063,21.8526,69.4912
BAW501,486.631,2.27161,2.16212,6.87554
BAW502,614.281,16.9882,4.18543,13.3097
BAW503,477.214,2.93094,2.11366,6.72145
BAW504,478.167,0.671385,3.49723,11.1212
BAW507,486.631,2.27161,2.16212,6.87554
BAW508,471.264,2.27007,3.46202,11.0092
BAW50G,879.6,56.3802,16.137,51.3157
BAW50MJ,704.848,26.7335,4.15236,13.2045
BAW50PT,478.167,0.671385,3.50407,11.1429
BAW51B,568.106,3.24388,7.36804,23.4304
BAW51VN,585.537,24.8686,2.69067,8.55633
BAW524R,1587.28,255.628,8.92652,28.3863
BAW52CV,389.678,1.96114,1.68106,5.34577
BAW52PX,1587.28,255.628,8.92652,28.3863
BAW53KP,425.906,8.10435,2.06356,6.56212
BAW53ZG,618.62,31.3435,2.68066,8.52451
BAW540,989.403,117.1,6.5943,20.9699
BAW542,989.403,117.1,6.04783,19.2321
BAW544K,989.403,117.1,6.04783,19.2321
BAW545,632.416,3.53889,3.00249,9.54791
BAW546,2623.76,425.656,13.2146,42.0224
BAW548,2623.76,425.656,13.2146,42.0224
BAW54RT,642.905,31.8469,3.79629,12.0722
BAW551,574.263,1.08551,2.90082,9.22462
BAW552,2623.76,425.656,13.696,43.5532
BAW553,574.263,1.08551,2.63396,8.376
BAW555,574.263,1.08551,2.63396,8.376
BAW556,610.068,2.82547,4.52059,14.3755
BAW557,574.263,1.08551,2.90082,9.22462
BAW558,2623.76,425.656,13.696,43.5532
BAW559,574.263,1.08551,5.22007,16.5998
BAW55K,537.786,5.5161,21.5664,68.5811
BAW560,2623.76,425.656,27.611,87.8028
BAW563,557.815,4.84344,3.39142,10.7847
BAW564Y,603.053,12.5133,3.77883,12.0167
BAW567M,523.356,3.18853,3.38787,10.7734
BAW568,603.053,12.5133,3.77883,12.0167
BAW56NL,557.815,4.84344,3.54306,11.2669
BAW572,596.51,16.1766,3.8264,12.1679
BAW574,603.053,12.5133,3.77883,12.0167
BAW575,557.815,4.84344,3.39142,10.7847
BAW576V,603.053,12.5133,3.77883,12.0167
BAW577,557.815,4.84344,3.39142,10.7847
BAW579V,513.23,1.31945,2.17236,6.9081
BAW57AA,527.328,9.99062,3.30383,10.5062
BAW57K,537.786,5.5161,17.7924,56.5799
BAW57T,527.328,9.99062,3.30383,10.5062
BAW580,596.51,16.1766,3.74481,11.9085
BAW581,523.356,3.18853,3.22662,10.2607
BAW582,596.51,16.1766,4.16717,13.2516
BAW583,523.062,3.13642,3.69927,11.7637
BAW585E,578.45,26.6449,2.48621,7.90616
BAW58HM,209.443,5.76899,1.5693,4.99038
BAW59,1346.87,447.925,35.3294,112.348
BAW596,440.395,2.33252,3.17009,10.0809
BAW597C,513.23,1.31945,2.17236,6.9081
BAW598D,989.403,117.1,6.04783,19.2321
BAW599,496.614,3.96898,2.39402,7.61297
BAW59G,411.403,5.28719,2.88523,9.17504
BAW59GT,2331.61,720.905,12.382,39.3748
BAW5AL,358.329,1.21661,2.76475,8.79191
BAW5DL,302.553,10.6377,2.23363,7.10294
BAW5EA,655.486,0.42288,12.8015,40.7087
BAW5JH,465.317,5.86998,3.4279,10.9007
BAW5LG,472.223,9.59588,3.10168,9.86335
BAW5VY,600.607,1.50477,23.3372,74.2122
BAW6,428.841,8.53621,3.73357,11.8727
BAW604,650.018,2.90792,4.80249,15.2719
BAW605,609.477,3.57887,3.09854,9.85335
BAW60T,476.405,0.165828,10.114,32.1626
BAW612M,476.513,127.544,3.00264,9.54841
BAW61XM,574.263,1.08551,2.63396,8.376
BAW62,513.23,1.31945,4.91537,15.6309
BAW629B,414.46,10.6893,1.85997,5.91472
BAW62G,437.193,11.2437,3.15719,10.0399
BAW62MM,603.053,12.5133,3.77883,12.0167
BAW62NL,623.708,16.0152,3.82928,12.1771
BAW631,513.23,1.31945,2.277,7.24085
BAW633,470.631,1.12917,4.15934,13.2267
BAW639,513.23,1.31945,2.31976,7.37685
BAW63GV,466.649,11.495,3.45544,10.9883
BAW644,2879.53,365.677,14.829,47.1564
BAW645,1375.91,127.875,6.57119,20.8964
BAW64G,436.037,10.9768,2.99731,9.53146
BAW64M,400.929,0.773551,7.47624,23.7744
BAW65,1782.6,530.031,44.4047,141.207
BAW650,2331.61,720.905,12.2915,39.087
BAW651,513.23,1.31945,2.277,7.24085
BAW65PL,1824.25,199.549,10.0417,31.9326
BAW65TR,470.631,1.12917,2.05883,6.54707
BAW662,266.702,0.287448,4.94484,15.7246
BAW663,513.23,1.31945,4.54653,14.458
BAW664,815.71,185.589,5.19132,16.5084
BAW665,513.23,1.31945,2.277,7.24085
BAW66GA,513.23,1.31945,2.31976,7.37685
BAW66Q,345.101,6.72772,2.81442,8.94986
BAW675,252.925,3.66547,0.935185,2.97389
BAW676,786.083,82.5397,5.04482,16.0425
BAW677,463.297,2.04746,2.06247,6.55865
BAW67V,888.124,56.2283,25.6642,81.6121
BAW680,911.451,136.578,5.66451,18.0131
BAW681D,621.049,24.6279,2.87294,9.13595
BAW68H,425.332,0.628761,3.23409,10.2844
BAW68WG,614.066,137.752,4.14126,13.1692
BAW696V,974.34,117.262,5.97389,18.997
BAW697V,252.925,3.66547,0.935185,2.97389
BAW699W,463.297,2.04746,2.02173,6.4291
BAW69BC,1342.52,446.189,7.73615,24.6009
BAW6AM,420.339,0.180442,1.71968,5.46858
BAW6B,615.204,1.34292,14.9552,47.5575
BAW6DP,463.792,2.13003,3.3506,10.6549
BAW6NC,877.127,55.7606,11.1173,35.353
BAW6PW,1342.52,446.189,8.4973,27.0214
BAW6VK,1371.87,120.985,7.5041,23.863
BAW7,761.351,80.9292,17.2398,54.8226
BAW700W,786.083,82.5397,5.04482,16.0425
BAW701V,252.925,3.66547,0.968679,3.0804
BAW702,786.083,82.5397,5.04502,16.0432
BAW703,252.925,3.66547,0.935185,2.97389
BAW704W,911.451,136.578,5.66451,18.0131
BAW705,463.297,2.04746,2.06247,6.55865
BAW706V,911.451,136.578,5.66451,18.0131
BAW709,453.021,5.77247,2.96488,9.4283
BAW70CE,525.118,1.1816,2.62424,8.34508
BAW70Y,168.344,18.4915,1.48706,4.72885
BAW710,469.39,9.22323,2.96315,9.42281
BAW711,453.021,5.77247,2.96488,9.4283
BAW712T,475.398,10.4899,3.25371,10.3468
BAW714T,475.398,10.4899,3.25371,10.3468
BAW715T,453.021,5.77247,2.96488,9.4283
BAW717T,453.021,5.77247,3.0487,9.69487
BAW718,469.39,9.22323,2.96315,9.42281
BAW719,453.021,5.77247,2.96488,9.4283
BAW71CU,2331.61,720.905,12.382,39.3748
BAW71F,1160.91,154.637,24.5276,77.9977
BAW71MA,347.077,3.35766,2.81959,8.9663
BAW72,387.676,1.49012,4.16169,13.2342
BAW720T,475.398,10.4899,3.38863,10.7758
BAW723,422.567,3.38259,2.74075,8.71559
BAW724,424.464,3.80041,2.85097,9.06608
BAW725,422.567,3.38259,2.74075,8.71559
BAW726G,424.464,3.80041,3.17469,10.0955
BAW72A,615.204,1.34292,10.0185,31.8589
BAW72J,160.339,13.3456,1.26787,4.03181
BAW73,2331.61,720.905,32.4695,103.253
BAW730,424.464,3.80041,2.85097,9.06608
BAW731,422.567,3.38259,2.74075,8.71559
BAW732,424.464,3.80041,2.915,9.2697
BAW733C,422.567,3.38259,2.87194,9.13278
BAW734,424.464,3.80041,2.85097,9.06608
BAW735,422.567,3.38259,2.74075,8.71559
BAW738,424.464,3.80041,2.915,9.2697
BAW73J,149.463,6.35329,1.20599,3.83505
BAW74,471.685,1.69061,9.11537,28.9869
BAW748,436.037,10.9768,3.02802,9.6291
BAW74J,160.339,13.3456,1.26787,4.03181
BAW74PB,2065.43,719.855,10.7464,34.1736
BAW75,1346.87,447.925,35.3294,112.348
BAW751,411.173,5.23412,2.75162,8.75015
BAW753,411.403,5.28719,2.83133,9.00362
BAW756,436.037,10.9768,3.02802,9.6291
BAW75M,527.09,3.85147,3.43381,10.9195
BAW75U,421.906,9.96099,2.90285,9.23105
BAW761,614.725,4.15415,2.79475,8.8873
BAW763,614.906,4.18189,3.19477,10.1594
BAW769,614.725,4.15415,2.6647,8.47376
BAW76GF,411.173,5.23412,2.75162,8.75015
BAW76PK,492.282,2.53349,3.56874,11.3486
BAW771C,439.184,3.72148,1.81172,5.76128
