Airspace,Key,Function,TimeOfDay,DESCEND,CLIMB,ASSUME_EXT,ASSUME_INT,HANDOVER_EXT,HANDOVER_INT,FP_MONITORING
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,10:50,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,10:50,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,10:50,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,11:00,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,11:00,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,11:00,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,11:10,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,11:10,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,11:10,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,11:20,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,11:20,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,11:20,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,11:30,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,11:30,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,11:30,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,11:40,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,11:40,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,11:40,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,11:50,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,11:50,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,11:50,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,12:00,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,12:00,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,12:00,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,12:10,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,12:10,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,12:10,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,12:20,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,12:20,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,12:20,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,12:30,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Current,12:30,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Delta,12:30,0,0,0,0,0,0,0
EGSECT0277,9a1a04c1-c453-4abd-8f01-728ced2ba218,Baseline,12:40,0,0,0,0,0,0,0
