SampleID,FlightID,Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
16,277,MBR534,382.884119,73.5122,1.22182,3.88539,3840
16,278,MBR536,383.517097,69.2401,1.04963,3.33781,3973
16,279,MBR537,383.045709,72.7719,2.26085,7.18951,3745
16,280,MBR564,383.111718,72.6374,1.77275,5.63734,3664
16,281,MBR577,383.111718,72.6374,1.77275,5.63734,3664
16,282,MBR579,383.111718,69.0928,1.83392,5.83186,3735
16,283,MBR590,380.395081,69.4191,1.03817,3.30139,3897
16,284,MBR592,380.347491,67.8722,2.50563,7.96791,3908
16,285,MBR594,380.350658,67.9459,2.91952,9.28408,3879
16,286,MBR596,375.736053,70.3858,0.532009,1.69179,4257
16,287,MBR27,378.056417,70.1651,2.56627,8.16075,3665
16,288,MBR31,382.633989,72.6341,2.37656,7.55746,4032
16,289,MBR35,373.261052,70.3821,0.775057,2.46468,3931
16,290,MBR47,373.625233,70.6267,0.702801,2.23491,3969
16,291,MBR54,375.574150,72.4105,2.03148,6.4601,3548
16,292,MBR55,382.643480,72.4513,2.50521,7.96658,4017
16,293,MBR56,375.736053,71.6341,0.71678,2.27936,3749
16,294,MBR71,377.963060,71.7742,1.20854,3.84315,3888
16,295,MBR73,383.111718,72.6374,1.77275,5.63734,3664
16,296,MBR75,383.517097,73.0769,1.02134,3.24786,3886
16,297,MBR80,380.166659,72.3082,1.22119,3.8834,3798
16,298,MBR81,380.365874,71.8044,2.50689,7.97191,3791
16,299,MBR116,382.884119,73.5122,1.22182,3.88539,3840
16,300,MBR121,375.736053,70.3858,0.532009,1.69179,4257
16,301,MBR125,378.059786,71.0501,2.45445,7.80514,3776
16,302,MBR126,383.252186,72.3919,0.996792,3.1698,3838
16,303,MBR128,375.736053,71.6341,0.71678,2.27936,3749
16,304,MBR131,383.126782,72.6905,1.14936,3.65497,3847
16,305,MBR136,380.180313,72.2389,0.299282,0.951717,5602
16,306,MBR138,380.180313,73.8274,0.292267,0.929408,5611
16,307,MBR139,375.736053,70.9065,0.72317,2.29968,3751
16,308,MBR140,377.963060,66.097,1.2858,4.08885,4077
16,309,MBR143,382.691263,72.9551,3.59785,11.4412,3920
16,310,MBR144,378.059782,70.9697,0.618053,1.96541,4037
16,311,MBR247,383.111718,74.2066,1.73872,5.52914,3626
16,312,MBR250,373.499802,70.3023,0.692866,2.20331,4028
16,313,MBR259,378.056417,81.6638,2.10555,6.69566,3332
16,314,MBR270,383.287607,80.5573,0.364103,1.15785,5178
16,315,MBR281,380.338923,71.8076,2.49952,7.94846,3771
16,316,MBR285,383.111718,69.0928,1.83392,5.83186,3735
16,317,MBR292,382.633989,74.1709,2.32091,7.38049,3985
16,318,MBR303,383.158220,73.0246,0.905839,2.88057,4071
16,319,MBR304,370.730737,64.1948,0.964906,3.0684,4956
16,320,MBR307,375.736053,72.1877,0.525806,1.67206,4208
16,321,MBR309,384.906332,69.034,0.376616,1.19764,5871
16,322,MBR319,370.730737,68.2157,0.918267,2.92009,4950
16,323,MBR328,375.736053,70.3858,0.532009,1.69179,4257
16,324,MBR329,382.884119,68.3184,1.29565,4.12018,4022
16,325,MBR332,380.365874,73.3817,2.45919,7.82021,3755
16,326,MBR334,383.158310,71.9347,0.999369,3.17799,4054
