Airspace,Key,Function,DESCEND,CLIMB,ASSUME_EXT,ASSUME_INT,HANDOVER_EXT,HANDOVER_INT,FP_MONITORING
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,01:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,01:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,01:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,01:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,01:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,01:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,02:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,02:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,02:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,02:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,02:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,02:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,02:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,02:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,02:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,02:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,02:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,02:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,02:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,02:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,02:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,02:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,02:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,02:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,03:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,03:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,03:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,03:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,03:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,03:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,03:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,03:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,03:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,03:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,03:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,03:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,03:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,03:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,03:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,03:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,03:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,03:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,04:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,04:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,04:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,04:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,04:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,04:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,04:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,04:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,04:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,04:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,04:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,04:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,04:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,04:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,04:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,04:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,04:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,04:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,05:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,05:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,05:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,05:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,05:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,05:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,05:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,05:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,05:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,05:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,05:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,05:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,05:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,05:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,05:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,05:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,05:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,05:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,06:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,06:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,06:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,06:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,06:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,06:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,06:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,06:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,06:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,06:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,06:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,06:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,06:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,06:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,06:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,06:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,06:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,06:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,07:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,07:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,07:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,07:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,07:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,07:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,07:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,07:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,07:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,07:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,07:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,07:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,07:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,07:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,07:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,07:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,07:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,07:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,08:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,08:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,08:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,08:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,08:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,08:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,08:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,08:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,08:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,08:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,08:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,08:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,08:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,08:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,08:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,08:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,08:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,08:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,09:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,09:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,09:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,09:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,09:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,09:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,09:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,09:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,09:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,09:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,09:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,09:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,09:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,09:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,09:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,09:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,09:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,09:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,10:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,10:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,10:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,10:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,10:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,10:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,10:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,10:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,10:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,10:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,10:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,10:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,10:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,10:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,10:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,10:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,10:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,10:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,11:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,11:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,11:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,11:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,11:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,11:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,11:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,11:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,11:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,11:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,11:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,11:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,11:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,11:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,11:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,11:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,11:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,11:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,12:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,12:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,12:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,12:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,12:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,12:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,12:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,12:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,12:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,12:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,12:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,12:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,12:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,12:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,12:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,12:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,12:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,12:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,13:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,13:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,13:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,13:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,13:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,13:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,13:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,13:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,13:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,13:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,13:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,13:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,13:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,13:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,13:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,13:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,13:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,13:50,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,14:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,14:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,14:00,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,14:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,14:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,14:10,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,14:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,14:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,14:20,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,14:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,14:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Delta,14:30,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Baseline,14:40,0,0,0,0,0,0,0
EGTTCLNFI,6308798f-bbe9-44d8-bdb2-bbab32635a16,Current,14:40,0,0,0,0,0,0,0
