Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
3780,JME502M,136.483186,52.4669,1.04004,3.30732,1462
3781,JME220E,136.483186,52.1831,0.538158,1.71134,1518
3782,ULC53,136.483186,52.4669,1.04004,3.30732,1462
3783,CLF653,136.483186,50.85,0.346035,1.10039,1650
3784,VJT437,136.483186,52.1812,0.530437,1.68679,1484
3785,TOM552,136.483186,52.1263,1.7913,5.69632,1458
3786,RYR78TP,136.483186,52.1263,1.7913,5.69632,1458
3787,RYR8TX,136.483186,52.0053,1.7913,5.69632,1458
3788,RYR34A,136.483186,52.1263,1.7913,5.69632,1458
3789,AXY0509,136.483186,49.9582,0.633338,2.01402,1541
3790,RYR77KB,136.483186,50.9426,1.69973,5.40514,1457
3791,GJI098,136.483186,52.05,1.07745,3.42628,1475
3792,LXA25Z,136.483186,52.9997,0.512046,1.62831,1495
3793,EZY81UZ,5.315491,3.22874,0.166071,0.528106,114
3794,NJE193H,136.483186,49.5956,0.487086,1.54893,1508
3795,EZY31KG,136.483186,51.5966,1.65209,5.25363,1468
3796,EZY75MQ,5.315491,3.22874,0.166071,0.528106,114
3797,RYR3452,136.483186,52.1263,1.7913,5.69632,1458
3798,NJE185H,136.483186,31.487,0.411273,1.30785,1871
3799,GCRNS,136.483186,51.2892,0.750918,2.38792,1492
3800,EZY39VH,136.483186,51.0774,1.65209,5.25363,1468
3801,EZY25YH,136.483186,51.5966,1.65209,5.25363,1468
3802,EZY42TQ,136.483186,49.387,1.50787,4.79504,1468
3803,EZY28YL,136.483186,51.0774,1.65209,5.25363,1468
3804,EZY75LE,5.315491,3.22874,0.166071,0.528106,114
3805,EZY86RV,136.483186,51.7598,1.57537,5.00967,1463
3806,EZY95KC,136.483186,51.7598,1.57537,5.00967,1463
3807,EZY51QE,5.315491,3.22874,0.166071,0.528106,114
3808,RYR4NH,136.483186,52.1263,1.7913,5.69632,1458
3809,EJU51TF,136.483186,51.8163,1.65209,5.25363,1468
3810,EZY79RM,5.315491,3.22874,0.166071,0.528106,114
3811,WUK118,136.483186,51.4033,1.79546,5.70957,1461
3812,RYR1GF,136.483186,50.4911,1.69443,5.3883,1471
3813,RYR25VR,136.483186,51.7418,1.7913,5.69632,1458
3814,EZY2093,136.483186,51.3518,1.65209,5.25363,1468
3815,RYR98SG,136.483186,52.1263,1.7913,5.69632,1458
3816,EZY42RN,136.483186,51.5966,1.65209,5.25363,1468
3817,TCGHP,136.483186,50.2212,0.633338,2.01402,1541
3818,EZY82EV,136.483186,51.5966,1.65209,5.25363,1468
3819,EZY16YZ,136.483186,51.3518,1.65209,5.25363,1468
3820,EZY24GK,5.315491,3.22874,0.166071,0.528106,114
3821,EZY69YQ,5.315491,3.22874,0.166071,0.528106,114
3822,EZY36VQ,136.483186,51.5966,1.65209,5.25363,1468
3823,EZY14EH,5.315491,3.22874,0.166071,0.528106,114
3824,EZY89MN,5.315491,3.22874,0.166071,0.528106,114
3825,RYR9KR,136.483186,50.4911,1.69443,5.3883,1471
3826,RYR728G,136.483186,52.1263,1.7913,5.69632,1458
3827,EZY51PB,5.315491,3.22874,0.166071,0.528106,114
3828,EZY59FB,5.315491,3.22874,0.166071,0.528106,114
3829,EZY29HN,136.483186,51.0774,1.65209,5.25363,1468
3830,RYR4AK,136.483186,52.1263,1.7913,5.69632,1458
3831,EZY15FU,136.483186,51.0774,1.65209,5.25363,1468
3832,EZY78XF,5.315491,3.22874,0.166071,0.528106,114
3833,SXN90E,136.483186,51.2204,0.451016,1.43423,1569
3834,EZY2027,5.315491,3.22874,0.166071,0.528106,114
3835,EZY98HD,5.315491,3.22874,0.166071,0.528106,114
3836,RYR3525,136.483186,51.8773,1.7913,5.69632,1458
3837,RYR35DM,136.483186,51.8773,1.7913,5.69632,1458
3838,TOM3JL,136.483186,51.5194,2.47611,7.87402,1459
3839,IJM491,136.483186,49.281,0.415029,1.31979,1535
3840,EZY96TX,136.483186,49.9924,1.61266,5.12824,1469
3841,HRT369,136.483186,52.974,0.516897,1.64373,1506
3842,N650GD,136.483186,52.05,1.07745,3.42628,1475
3843,WUK4DA,136.483186,51.6501,1.79546,5.70957,1461
3844,N838SC,136.483186,51.6316,1.07745,3.42628,1475
3845,EZY18YQ,136.483186,51.3518,1.65209,5.25363,1468
3846,N881WR,136.483186,50.7907,0.943282,2.99964,1505
3847,CLF634,136.483186,50.7993,0.349943,1.11282,1665
3848,EDC478R,136.483186,48.4405,0.609979,1.93973,1638
3849,EZY72EA,136.483186,51.7598,1.57537,5.00967,1463
3850,EZY97BD,136.483186,51.0774,1.65209,5.25363,1468
3851,EZY92NA,5.315491,3.22874,0.166071,0.528106,114
3852,EZY94DE,5.315491,3.22874,0.166071,0.528106,114
3853,N375WB,136.483186,52.6496,1.04004,3.30732,1462
3854,EZY84BW,5.315491,3.22874,0.166071,0.528106,114
3855,AHO217Y,136.483186,50.7993,0.343817,1.09334,1640
3856,EZY83QF,5.315491,3.22874,0.166071,0.528106,114
3857,TVS46J,136.483186,50.9595,0.479403,1.5245,1528
3858,EZY51QE,136.483186,49.4543,1.57932,5.02223,1473
3859,YUBZZ,4.801588,3.47116,0.0237352,0.075478,114
3860,N320GX,136.483186,48.9033,0.996901,3.17015,1482
3861,EZY31RL,5.315491,3.22874,0.166071,0.528106,114
3862,EZY14QD,5.315491,3.22874,0.166071,0.528106,114
3863,EZY2029,136.483186,51.3518,1.65209,5.25363,1468
3864,VJT585,136.483186,52.8272,0.522284,1.66086,1504
3865,EZY45ML,5.315491,3.22874,0.166071,0.528106,114
3866,EZY85TP,136.483186,51.5381,1.57537,5.00967,1463
3867,RYR25VR,136.483186,51.7418,1.7913,5.69632,1458
3868,N808TC,136.483186,51.2063,0.962773,3.06162,1518
3869,JFA74G,136.483186,49.8056,0.294804,0.937477,1657
3870,FYL62F,136.483186,49.7516,0.292846,0.93125,1701
3871,EZY31ZC,5.315491,3.22874,0.166071,0.528106,114
3872,N3333U,136.483186,52.4669,1.04004,3.30732,1462
3873,VJT895,136.483186,51.9533,1.07745,3.42628,1475
3874,EZY45NT,136.483186,51.3518,1.65209,5.25363,1468
3875,RYR8TX,136.483186,52.241,1.7913,5.69632,1458
3876,AHO838X,136.483186,49.3975,0.609979,1.93973,1638
3877,N85M,136.483186,52.3156,0.803615,2.5555,1505
3878,EDC655,136.483186,52.9484,0.507986,1.61539,1487
3879,RYR78TP,136.483186,52.1263,1.7913,5.69632,1458
3880,RYR3452,136.483186,52.1263,1.7913,5.69632,1458
3881,EZY86PF,136.483186,51.5966,1.65209,5.25363,1468
3882,RYR77KB,136.483186,50.9426,1.69973,5.40514,1457
3883,EZY31KG,5.315491,3.22874,0.166071,0.528106,114
3884,HZSK7,136.483186,52.3156,0.803615,2.5555,1505
3885,EZY27KV,5.315491,3.22874,0.166071,0.528106,114
3886,EZY86RV,5.315491,3.22874,0.166071,0.528106,114
3887,EZY75MQ,5.315491,3.22874,0.166071,0.528106,114
3888,EZY25YH,5.315491,3.22874,0.166071,0.528106,114
3889,EZY75LE,5.315491,3.22874,0.166071,0.528106,114
3890,EZY64TY,5.315491,3.22874,0.166071,0.528106,114
3891,EZY24DQ,136.483186,51.7598,1.57537,5.00967,1463
3892,EZY28YL,136.483186,51.0774,1.65209,5.25363,1468
3893,EZY95KC,5.315491,3.22874,0.166071,0.528106,114
3894,EZY2031,136.483186,50.7675,1.65209,5.25363,1468
3895,EJU51TF,136.483186,51.5966,1.65209,5.25363,1468
3896,RYR4NH,136.483186,52.1263,1.7913,5.69632,1458
3897,EZY79RM,5.315491,3.22874,0.166071,0.528106,114
3898,RYR1GF,136.483186,51.128,1.72624,5.48943,1457
3899,RYR83SR,136.483186,52.1263,1.7913,5.69632,1458
3900,WUK118,136.483186,51.5966,1.65209,5.25363,1468
3901,EZY42RN,136.483186,51.5966,1.65209,5.25363,1468
3902,EZY2093,136.483186,51.5381,1.57537,5.00967,1463
3903,EJU69GK,5.315491,3.22874,0.166071,0.528106,114
3904,EJU9002,136.483186,51.8163,1.65209,5.25363,1468
3905,EZY82EV,136.483186,51.3518,1.65209,5.25363,1468
3906,EZY24GK,136.483186,51.0142,1.57537,5.00967,1463
3907,EZY18YQ,136.483186,51.0142,1.57537,5.00967,1463
3908,EZY16YZ,136.483186,51.5966,1.65209,5.25363,1468
3909,EZY84BW,5.315491,3.22874,0.166071,0.528106,114
3910,EZY41ZJ,136.483186,51.5966,1.65209,5.25363,1468
3911,EZY98HD,5.315491,3.22874,0.166071,0.528106,114
3912,RYR9KR,136.483186,51.128,1.72624,5.48943,1457
3913,RYR83SR,136.483186,51.8773,1.7913,5.69632,1458
3914,EZY51PB,5.315491,3.22874,0.166071,0.528106,114
3915,RYR119N,136.483186,51.8773,1.7913,5.69632,1458
3916,RYR285M,136.483186,51.8773,1.7913,5.69632,1458
3917,EZY15FU,5.315491,3.22874,0.166071,0.528106,114
3918,EZY35AE,5.315491,3.22874,0.166071,0.528106,114
3919,EZY79CL,5.315491,3.22874,0.166071,0.528106,114
3920,RYR4AK,136.483186,52.1263,1.7913,5.69632,1458
3921,EZY71VR,136.483186,51.0774,1.65209,5.25363,1468
3922,EZY51ZD,136.483186,51.5966,1.65209,5.25363,1468
3923,TOM76Y,136.483186,51.7657,2.47611,7.87402,1459
3924,EZY68AZ,5.315491,3.22874,0.166071,0.528106,114
3925,EZY78XF,136.483186,51.0142,1.57537,5.00967,1463
3926,TIE505S,136.483186,50.5175,0.330135,1.04983,1614
3927,BWJ666,136.483186,52.9959,1.66609,5.29815,1459
3928,BWJ998,136.483186,51.2063,0.962773,3.06162,1518
3929,EZY96TX,5.315491,3.22874,0.166071,0.528106,114
3930,SVW56AB,136.483186,51.5702,0.611992,1.94613,1523
3931,SXN65C,136.483186,52.2572,0.51318,1.63191,1498
3932,EZY62PZ,5.315491,3.22874,0.166071,0.528106,114
3933,N104AR,136.483186,52.2179,0.803615,2.5555,1505
3934,VVV111,136.483186,48.1117,0.303446,0.96496,1620
3935,AXY0713,136.483186,49.6612,0.632887,2.01258,1541
3936,EZY42TQ,5.315491,3.22874,0.166071,0.528106,114
3937,EZY97BD,5.315491,3.22874,0.166071,0.528106,114
3938,JAS685,136.483186,52.0255,0.794779,2.5274,1504
3939,EZY94DE,136.483186,51.0142,1.57537,5.00967,1463
3940,EZY51QE,5.315491,3.22874,0.166071,0.528106,114
3941,EZY14EH,136.483186,51.5966,1.65209,5.25363,1468
3942,KOC01,136.483186,52.3156,0.803615,2.5555,1505
3943,QQE797,136.483186,50.3424,0.911409,2.89828,1478
3944,N307KP,136.483186,48.056,0.983721,3.12823,1494
3945,PHJWL,136.483186,51.1603,0.503107,1.59988,1485
3946,AZE19WE,136.483186,46.1788,0.239427,0.761376,1759
3947,EZY14QD,136.483186,51.2911,1.57537,5.00967,1463
3948,MNTOS,136.483186,51.0736,0.323143,1.02759,1575
3949,EZY72EA,136.483186,51.5381,1.57537,5.00967,1463
3950,DCAWM,136.483186,51.0875,0.362124,1.15156,1599
3951,RYR25VR,136.483186,52.0053,1.7913,5.69632,1458
3952,EZY31ZC,136.483186,51.0774,1.65209,5.25363,1468
3953,JLN1,136.483186,51.3856,1.01465,3.22657,1452
3954,EZY39VH,5.315491,3.22874,0.166071,0.528106,114
3955,RYR8WM,136.483186,50.4911,1.69443,5.3883,1471
3956,EZY27KB,5.315491,3.22874,0.166071,0.528106,114
3957,RYR8TX,136.483186,52.241,1.7913,5.69632,1458
3958,VQBZM,136.483186,51.93,0.78809,2.50613,1503
3959,RYR77KB,136.483186,50.9426,1.69973,5.40514,1457
3960,EZY81UZ,5.315491,3.22874,0.166071,0.528106,114
3961,SXN90E,136.483186,51.2204,0.451016,1.43423,1569
3962,EZY31KG,136.483186,51.5966,1.65209,5.25363,1468
3963,RYR78TP,136.483186,52.1263,1.7913,5.69632,1458
3964,TOM3EV,136.483186,51.9868,2.47611,7.87402,1459
3965,EZY75MQ,5.315491,3.22874,0.166071,0.528106,114
3966,EZY86RV,136.483186,51.5966,1.65209,5.25363,1468
3967,RYR3452,136.483186,52.1263,1.7913,5.69632,1458
3968,EZY92NA,136.483186,51.5966,1.65209,5.25363,1468
3969,NJE968Y,136.483186,52.0853,0.527853,1.67857,1483
3970,EZY25YH,136.483186,51.5966,1.65209,5.25363,1468
3971,EZY65KQ,5.315491,3.22874,0.166071,0.528106,114
3972,EZY38KD,136.483186,51.0142,1.57537,5.00967,1463
3973,BAO050G,136.483186,48.1563,0.512634,1.63018,1529
3974,EZY75LE,5.315491,3.22874,0.166071,0.528106,114
3975,EJU69GK,5.315491,3.22874,0.166071,0.528106,114
3976,RYR1GF,136.483186,50.4911,1.69443,5.3883,1471
3977,EJU51TF,136.483186,51.5966,1.65209,5.25363,1468
3978,EZY95KC,136.483186,51.5966,1.65209,5.25363,1468
3979,EZY42RN,136.483186,51.5966,1.65209,5.25363,1468
3980,EZY28YL,136.483186,51.0142,1.57537,5.00967,1463
3981,EZY2093,136.483186,51.7598,1.57537,5.00967,1463
3982,WUK118,136.483186,51.4033,1.79546,5.70957,1461
3983,EZY84BW,5.315491,3.22874,0.166071,0.528106,114
3984,EZY69YQ,5.315491,3.22874,0.166071,0.528106,114
3985,EZY24GK,5.315491,3.22874,0.166071,0.528106,114
3986,EZY82EV,136.483186,51.2911,1.57537,5.00967,1463
3987,EZY16YZ,136.483186,51.5966,1.65209,5.25363,1468
3988,RYR59RG,136.483186,51.8773,1.7913,5.69632,1458
3989,RYR236,136.483186,51.8773,1.7913,5.69632,1458
3990,RYR9KR,136.483186,50.4911,1.69443,5.3883,1471
3991,EZY51PB,136.483186,51.5381,1.57537,5.00967,1463
3992,RYR35DM,136.483186,51.8773,1.7913,5.69632,1458
3993,RYR4AK,136.483186,52.1263,1.7913,5.69632,1458
3994,EZY78XF,136.483186,51.0774,1.65209,5.25363,1468
3995,EZY15FU,5.315491,3.22874,0.166071,0.528106,114
3996,EZY51ZD,136.483186,51.5966,1.65209,5.25363,1468
3997,EZY68AZ,5.315491,3.22874,0.166071,0.528106,114
3998,VJT474,136.483186,49.5355,0.500541,1.59172,1494
3999,EZY71VR,5.315491,3.22874,0.166071,0.528106,114
4000,GAC415C,136.483186,48.7345,0.211777,0.67345,2083
4001,EZY41ZJ,136.483186,51.7598,1.57537,5.00967,1463
4002,EZY98HD,136.483186,51.0774,1.65209,5.25363,1468
4003,EZY2403,5.315491,3.22874,0.166071,0.528106,114
4004,LNX37PU,136.483186,47.0164,0.298536,0.949343,1822
4005,GES541V,136.483186,51.0256,0.477869,1.51962,1542
4006,PDY74C,136.483186,52.3156,0.803615,2.5555,1505
4007,N9895,136.483186,52.1831,0.538158,1.71134,1518
4008,MAGIK,136.483186,51.5702,0.611992,1.94613,1523
4009,EZY96TX,136.483186,49.9924,1.61266,5.12824,1469
4010,EDC635,136.483186,52.6564,0.50391,1.60243,1477
4011,CBM88,136.483186,43.8899,0.180073,0.572633,2238
4012,TOM2AM,136.483186,51.7657,2.47611,7.87402,1459
4013,EZY62PZ,5.315491,3.22874,0.166071,0.528106,114
4014,XAARK,136.483186,51.1906,0.597311,1.89945,1511
4015,EZY85TP,136.483186,51.5966,1.65209,5.25363,1468
4016,EZY81UZ,136.483186,51.5966,1.65209,5.25363,1468
4017,EZY42TQ,136.483186,49.4543,1.57932,5.02223,1473
4018,EZY45ML,5.315491,3.22874,0.166071,0.528106,114
4019,EZY94DE,136.483186,51.0142,1.57537,5.00967,1463
4020,EZY14MY,5.315491,3.22874,0.166071,0.528106,114
4021,EZY31ZC,136.483186,51.0774,1.65209,5.25363,1468
4022,EZY38KD,5.315491,3.22874,0.166071,0.528106,114
4023,EZY27KB,136.483186,49.4543,1.57932,5.02223,1473
4024,EZY14QD,5.315491,3.22874,0.166071,0.528106,114
4025,ESW888,136.483186,51.7005,0.774411,2.46263,1502
4026,RYR25VR,136.483186,51.7418,1.7913,5.69632,1458
4027,TOM3YA,136.483186,52.3498,1.7913,5.69632,1458
4028,NJE484F,136.483186,49.5956,0.487086,1.54893,1508
4029,XJC792,136.483186,50.5987,0.450213,1.43168,1560
4030,EZY51QE,136.483186,49.4543,1.57932,5.02223,1473
4031,RYR98SG,136.483186,52.1263,1.7913,5.69632,1458
4032,N212WQ,136.483186,50.184,1.02503,3.2596,1467
4033,IFA616,136.483186,50.6638,1.04028,3.3081,1463
4034,T7FBQ,136.483186,52.6496,1.04004,3.30732,1462
4035,RYR78TP,136.483186,52.1263,1.7913,5.69632,1458
4036,RYR8TX,136.483186,52.241,1.7913,5.69632,1458
4037,N305CC,136.483186,52.3941,1.07745,3.42628,1475
4038,RYR77KB,136.483186,50.9426,1.69973,5.40514,1457
4039,MYGIG,136.483186,51.7444,1.07745,3.42628,1475
4040,RYR3452,136.483186,52.1263,1.7913,5.69632,1458
4041,RYR34A,136.483186,52.1263,1.7913,5.69632,1458
4042,EZY31KG,136.483186,51.7598,1.57537,5.00967,1463
4043,EZY75MQ,5.315491,3.22874,0.166071,0.528106,114
4044,N950X,136.483186,49.4971,0.702427,2.23372,1508
4045,EDC579,136.483186,50.4268,0.357503,1.13686,1577
4046,EZY71VA,136.483186,51.5966,1.65209,5.25363,1468
4047,RYR4NH,136.483186,52.1263,1.7913,5.69632,1458
4048,EZY28YL,136.483186,51.0774,1.65209,5.25363,1468
4049,DCDAS,136.483186,50.7993,0.349943,1.11282,1665
4050,EZY86RV,5.315491,3.22874,0.166071,0.528106,114
4051,EZY75LE,5.315491,3.22874,0.166071,0.528106,114
4052,JME220E,136.483186,52.1043,0.536469,1.70597,1517
4053,EJU69GK,136.483186,51.0774,1.65209,5.25363,1468
4054,EZY95KC,136.483186,51.7598,1.57537,5.00967,1463
4055,EZY92NA,136.483186,51.5966,1.65209,5.25363,1468
4056,CLF181,136.483186,50.7993,0.349943,1.11282,1665
4057,RYR83SR,136.483186,52.1263,1.7913,5.69632,1458
4058,EZY2093,136.483186,51.7598,1.57537,5.00967,1463
4059,EZY39VH,5.315491,3.22874,0.166071,0.528106,114
4060,EJU51TF,136.483186,51.8163,1.65209,5.25363,1468
4061,EZY42RN,136.483186,51.3518,1.65209,5.25363,1468
4062,WUK118,136.483186,51.4033,1.79546,5.70957,1461
4063,EZY24GK,136.483186,51.3518,1.65209,5.25363,1468
4064,EZY69YQ,5.315491,3.22874,0.166071,0.528106,114
4065,EZY82EV,5.315491,3.22874,0.166071,0.528106,114
4066,EZY45NT,136.483186,51.3518,1.65209,5.25363,1468
4067,EZY84BW,136.483186,51.2911,1.57537,5.00967,1463
4068,RYR9KR,136.483186,50.4911,1.69443,5.3883,1471
4069,EZY51PB,5.315491,3.22874,0.166071,0.528106,114
4070,RYR728G,136.483186,52.1263,1.7913,5.69632,1458
4071,EZY27KV,136.483186,51.5966,1.65209,5.25363,1468
4072,EZY35AE,136.483186,51.3518,1.65209,5.25363,1468
4073,EZY15FU,136.483186,51.2911,1.57537,5.00967,1463
4074,RYR4AK,136.483186,52.1263,1.7913,5.69632,1458
4075,EZY78XF,5.315491,3.22874,0.166071,0.528106,114
4076,EZY51ZD,136.483186,51.5966,1.65209,5.25363,1468
4077,EZY98HD,5.315491,3.22874,0.166071,0.528106,114
4078,RYR35DM,136.483186,51.8773,1.7913,5.69632,1458
4079,EZY36VQ,136.483186,51.5966,1.65209,5.25363,1468
4080,RYR3525,136.483186,51.8773,1.7913,5.69632,1458
4081,TOM9HT,136.483186,51.2804,2.4369,7.74934,1457
4082,EZY16YZ,5.315491,3.22874,0.166071,0.528106,114
4083,EZY2403,5.315491,3.22874,0.166071,0.528106,114
4084,NJE089M,136.483186,51.2204,0.451016,1.43423,1569
4085,AHO762S,136.483186,33.4341,0.533997,1.69811,1920
4086,CAZ501,136.483186,52.364,0.538158,1.71134,1518
4087,AXY0914,136.483186,49.9582,0.633338,2.01402,1541
4088,EZY2029,5.315491,3.22874,0.166071,0.528106,114
4089,VJT626,136.483186,48.0497,0.597617,1.90042,1535
4090,PDY78A,136.483186,52.3156,0.803615,2.5555,1505
4091,WUK4DA,136.483186,51.6501,1.79546,5.70957,1461
4092,RYR25VR,136.483186,51.7418,1.7913,5.69632,1458
4093,EZY96TX,5.315491,3.22874,0.166071,0.528106,114
4094,ECA5C,136.483186,49.5119,0.27018,0.859173,1715
4095,EZY94DE,5.315491,3.22874,0.166071,0.528106,114
4096,EZY92NA,5.315491,3.22874,0.166071,0.528106,114
4097,EZY45ML,5.315491,3.22874,0.166071,0.528106,114
4098,EZY31RL,136.483186,51.3518,1.65209,5.25363,1468
4099,N370EL,136.483186,52.5937,0.503559,1.60132,1473
4100,SPG605,136.483186,50.6747,0.342989,1.09071,1633
4101,N556CH,136.483186,52.0255,0.794779,2.5274,1504
4102,EZY62PZ,136.483186,50.4149,1.63874,5.2112,1468
4103,EZY14MY,136.483186,51.5966,1.65209,5.25363,1468
4104,EZY14QD,136.483186,51.3518,1.65209,5.25363,1468
4105,EDC442R,136.483186,52.1152,0.801879,2.54997,1505
4106,N808TC,136.483186,51.2063,0.962773,3.06162,1518
4107,EZY31ZC,136.483186,51.0774,1.65209,5.25363,1468
4108,N118WT,136.483186,52.05,1.07745,3.42628,1475
4109,SXN65C,136.483186,52.2572,0.51318,1.63191,1498
4110,N18LS,136.483186,34.0997,0.411589,1.30885,1855
4111,VPBVV,136.483186,52.7668,1.66609,5.29815,1459
4112,T7JAT,136.483186,51.3865,1.07745,3.42628,1475
4113,N605HC,136.483186,52.1569,0.511907,1.62786,1496
4114,GES191R,136.483186,52.05,1.07745,3.42628,1475
4115,EZY27KB,5.315491,3.22874,0.166071,0.528106,114
4116,BOH712,136.483186,51.1652,0.365769,1.16314,1606
4117,MASIM,136.483186,52.6232,0.522056,1.66014,1504
4118,RYR34A,136.483186,52.1263,1.7913,5.69632,1458
4119,RYR8TX,136.483186,52.241,1.7913,5.69632,1458
4120,RYR78TP,136.483186,51.8773,1.7913,5.69632,1458
4121,EZY16CT,136.483186,51.3518,1.65209,5.25363,1468
4122,EZY25YH,136.483186,51.5966,1.65209,5.25363,1468
4123,EZY2019,136.483186,51.5966,1.65209,5.25363,1468
4124,RYR77KB,136.483186,50.9426,1.69973,5.40514,1457
4125,RYR3452,136.483186,52.1263,1.7913,5.69632,1458
4126,VMP689,136.483186,47.0205,0.469741,1.49378,1583
4127,EZY18YQ,136.483186,51.3518,1.65209,5.25363,1468
4128,EZY31KG,5.315491,3.22874,0.166071,0.528106,114
4129,EZY75MQ,5.315491,3.22874,0.166071,0.528106,114
4130,AXG0921,136.483186,48.4523,0.512634,1.63018,1529
4131,VJT721,136.483186,48.9033,0.996901,3.17015,1482
4132,EZY18DH,5.315491,3.22874,0.166071,0.528106,114
4133,EZY38KD,5.315491,3.22874,0.166071,0.528106,114
4134,EZY86RV,136.483186,51.8163,1.65209,5.25363,1468
4135,EZY28YL,136.483186,51.0774,1.65209,5.25363,1468
4136,EZY64TY,136.483186,51.0774,1.65209,5.25363,1468
4137,EZY51QE,136.483186,49.4543,1.57932,5.02223,1473
4138,EZY14EH,5.315491,3.22874,0.166071,0.528106,114
4139,RYR4NH,136.483186,52.1263,1.7913,5.69632,1458
4140,EZY96BG,5.315491,3.22874,0.166071,0.528106,114
4141,EZY79RM,136.483186,51.5966,1.65209,5.25363,1468
4142,EJU51TF,136.483186,51.5966,1.65209,5.25363,1468
4143,EJU69GK,136.483186,51.0774,1.65209,5.25363,1468
4144,YUPCC,136.483186,50.7843,0.358197,1.13907,1590
4145,EZY2093,136.483186,51.7598,1.57537,5.00967,1463
4146,RYR1GF,136.483186,50.4911,1.69443,5.3883,1471
4147,GLJ33LE,136.483186,52.05,1.07745,3.42628,1475
4148,WUK118,136.483186,51.5966,1.65209,5.25363,1468
4149,EZY93TA,136.483186,51.5966,1.65209,5.25363,1468
4150,RYR83SR,136.483186,52.1263,1.7913,5.69632,1458
4151,EZY82EV,136.483186,51.3518,1.65209,5.25363,1468
4152,EZY24GK,136.483186,51.0774,1.65209,5.25363,1468
4153,EZY16YZ,136.483186,51.7598,1.57537,5.00967,1463
4154,EZY69YQ,5.315491,3.22874,0.166071,0.528106,114
4155,RYR285M,136.483186,51.8773,1.7913,5.69632,1458
4156,RYR119N,136.483186,51.8773,1.7913,5.69632,1458
4157,RYR59RG,136.483186,51.8773,1.7913,5.69632,1458
4158,EZY51PB,136.483186,51.5966,1.65209,5.25363,1468
4159,EZY78XF,5.315491,3.22874,0.166071,0.528106,114
4160,EZY98HD,136.483186,51.0142,1.57537,5.00967,1463
4161,EZY15FU,136.483186,51.0774,1.65209,5.25363,1468
4162,EZY42TQ,5.315491,3.22874,0.166071,0.528106,114
4163,EZY51ZD,5.315491,3.22874,0.166071,0.528106,114
4164,EZY68AZ,5.315491,3.22874,0.166071,0.528106,114
4165,EZY96TX,5.315491,3.22874,0.166071,0.528106,114
4166,EZY81UZ,5.315491,3.22874,0.166071,0.528106,114
4167,EZY41ZJ,136.483186,51.5381,1.57537,5.00967,1463
4168,EZY2403,136.483186,51.7598,1.57537,5.00967,1463
4169,LNX49PU,136.483186,30.726,0.21347,0.678835,2109
4170,VMP689,136.483186,52.6232,0.522056,1.66014,1504
4171,BCS6756,136.483186,51.9194,3.37444,10.7307,1453
4172,MRLIV,136.483186,52.4535,0.516374,1.64207,1501
4173,LNX55CE,136.483186,50.8571,0.359059,1.14181,1593
4174,TOM39C,136.483186,51.9868,2.47611,7.87402,1459
4175,EZY62PZ,5.315491,3.22874,0.166071,0.528106,114
4176,SVW22ED,136.483186,52.05,1.07745,3.42628,1475
4177,GNJ68,136.483186,52.4535,0.516374,1.64207,1501
4178,EZY51QE,5.315491,3.22874,0.166071,0.528106,114
4179,QQE779,136.483186,50.6804,0.933233,2.96768,1496
4180,NJE439A,136.483186,51.2063,0.962773,3.06162,1518
4181,TVS78J,136.483186,51.0042,0.48047,1.52789,1597
4182,LNX59AL,136.483186,48.6556,0.354435,1.1271,1578
4183,EZY92NA,5.315491,3.22874,0.166071,0.528106,114
4184,EZY94DE,136.483186,51.0774,1.65209,5.25363,1468
4185,EZY14QD,136.483186,51.3518,1.65209,5.25363,1468
4186,EZY45ML,5.315491,3.22874,0.166071,0.528106,114
4187,EZY38KD,5.315491,3.22874,0.166071,0.528106,114
4188,RYR25VR,136.483186,52.0053,1.7913,5.69632,1458
4189,EZY14MY,136.483186,51.5966,1.65209,5.25363,1468
4190,EZY31ZC,5.315491,3.22874,0.166071,0.528106,114
4191,NJE716T,136.483186,49.2495,0.344194,1.09454,1594
4192,EDC612,136.483186,51.0875,0.362124,1.15156,1599
4193,VPBVV,136.483186,52.7668,1.66609,5.29815,1459
4194,EZY27KB,5.315491,3.22874,0.166071,0.528106,114
4195,AXY1024,136.483186,49.6612,0.632887,2.01258,1541
4196,NJE491W,136.483186,49.2572,1.00389,3.19236,1478
4197,CBM99,136.483186,43.8666,0.179131,0.569638,2177
4198,RYR8TX,136.483186,52.241,1.7913,5.69632,1458
4199,SPG738,136.483186,48.6556,0.354435,1.1271,1578
4200,NJE661G,136.483186,51.0821,0.515936,1.64068,1472
4201,EJM267,136.483186,52.1569,0.511907,1.62786,1496
4202,RYR4AK,136.483186,52.1263,1.7913,5.69632,1458
4203,RYR78TP,136.483186,52.1263,1.7913,5.69632,1458
4204,VJT565,136.483186,52.8272,0.522284,1.66086,1504
4205,NJE012B,136.483186,51.1652,0.365769,1.16314,1606
4206,RYR77KB,136.483186,50.9426,1.69973,5.40514,1457
4207,RYR3452,136.483186,52.1263,1.7913,5.69632,1458
4208,RYR34A,136.483186,52.1263,1.7913,5.69632,1458
4209,EZY31KG,136.483186,51.5966,1.65209,5.25363,1468
4210,EZY75MQ,5.315491,3.22874,0.166071,0.528106,114
4211,RYR4NH,136.483186,52.1263,1.7913,5.69632,1458
