Callsign,Track Miles,3Di Score,Fuel Burn,CO2
TEST12,,,,
TEST14,,,,
TEST_13,182.453,21.4529,0.534521,1.69978
TEST_15,182.453,21.4529,0.516092,1.64117
TEST_16,182.453,21.4529,0.516092,1.64117
TEST_17,182.453,21.4529,0.516092,1.64117
TEST_18,260.81,158.525,1.51711,4.82441
